,indicator,periodType,periodFrom,periodTo,tsoEicCode,operatorLabel,pointLabel,tsoItemIdentifier,directionKey,unit,itemRemarks,generalRemarks,value,lastUpdateDateTime,isUnlimited,flowStatus,isCamRelevant,isNA,isCmpRelevant,interruptionCalculationRemark,isArchived
0,Physical Flow,day,2021-01-01 06:00,2021-01-02 06:00,21X000000001133M,Fluxys TENP,Wallbach,21Z0000000001216,exit,kWh/d,,,119380323.0,2021-01-29 10:33,,Provisional,yes,,yes,,
1,Physical Flow,day,2021-01-02 06:00,2021-01-03 06:00,21X000000001133M,Fluxys TENP,Wallbach,21Z0000000001216,exit,kWh/d,,,124981932.0,2021-01-29 10:33,,Provisional,yes,,yes,,
2,Physical Flow,day,2021-01-03 06:00,2021-01-04 06:00,21X000000001133M,Fluxys TENP,Wallbach,21Z0000000001216,exit,kWh/d,,,134562791.0,2021-01-29 10:33,,Provisional,yes,,yes,,
3,Physical Flow,day,2021-01-04 06:00,2021-01-05 06:00,21X000000001133M,Fluxys TENP,Wallbach,21Z0000000001216,exit,kWh/d,,,145080538.0,2021-01-29 10:33,,Provisional,yes,,yes,,
4,Physical Flow,day,2021-01-05 06:00,2021-01-06 06:00,21X000000001133M,Fluxys TENP,Wallbach,21Z0000000001216,exit,kWh/d,,,160698462.0,2021-01-29 10:33,,Provisional,yes,,yes,,
5,Physical Flow,day,2021-01-06 06:00,2021-01-07 06:00,21X000000001133M,Fluxys TENP,Wallbach,21Z0000000001216,exit,kWh/d,,,158373810.0,2021-01-29 10:33,,Provisional,yes,,yes,,
6,Physical Flow,day,2021-01-07 06:00,2021-01-08 06:00,21X000000001133M,Fluxys TENP,Wallbach,21Z0000000001216,exit,kWh/d,,,206208247.0,2021-01-29 10:33,,Provisional,yes,,yes,,
7,Physical Flow,day,2021-01-08 06:00,2021-01-09 06:00,21X000000001133M,Fluxys TENP,Wallbach,21Z0000000001216,exit,kWh/d,,,223758819.0,2021-01-29 10:33,,Provisional,yes,,yes,,
8,Physical Flow,day,2021-01-09 06:00,2021-01-10 06:00,21X000000001133M,Fluxys TENP,Wallbach,21Z0000000001216,exit,kWh/d,,,140782713.0,2021-01-29 10:33,,Provisional,yes,,yes,,
9,Physical Flow,day,2021-01-10 06:00,2021-01-11 06:00,21X000000001133M,Fluxys TENP,Wallbach,21Z0000000001216,exit,kWh/d,,,141825423.0,2021-01-29 10:33,,Provisional,yes,,yes,,
10,Physical Flow,day,2021-01-11 06:00,2021-01-12 06:00,21X000000001133M,Fluxys TENP,Wallbach,21Z0000000001216,exit,kWh/d,,,309785900.0,2021-01-29 10:33,,Provisional,yes,,yes,,
11,Physical Flow,day,2021-01-12 06:00,2021-01-13 06:00,21X000000001133M,Fluxys TENP,Wallbach,21Z0000000001216,exit,kWh/d,,,324144461.0,2021-01-29 10:33,,Provisional,yes,,yes,,
12,Physical Flow,day,2021-01-13 06:00,2021-01-14 06:00,21X000000001133M,Fluxys TENP,Wallbach,21Z0000000001216,exit,kWh/d,,,226481846.0,2021-01-29 10:33,,Provisional,yes,,yes,,
