,indicator,periodType,periodFrom,periodTo,tsoEicCode,operatorLabel,pointLabel,tsoItemIdentifier,directionKey,unit,itemRemarks,generalRemarks,value,lastUpdateDateTime,isUnlimited,flowStatus,isCamRelevant,isNA,isCmpRelevant,interruptionCalculationRemark,isArchived
0,Physical Flow,day,2019-01-01 06:00,2019-01-02 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,,2019-02-23 01:02,,Confirmed,no,,no,,
1,Physical Flow,day,2019-01-02 06:00,2019-01-03 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,5963.0,2019-02-23 01:02,,Confirmed,no,,no,,
2,Physical Flow,day,2019-01-03 06:00,2019-01-04 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,112234126.0,2019-02-23 01:02,,Confirmed,no,,no,,
3,Physical Flow,day,2019-01-04 06:00,2019-01-05 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,140860669.0,2019-02-23 01:02,,Confirmed,no,,no,,
4,Physical Flow,day,2019-01-05 06:00,2019-01-06 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,42442.0,2019-02-23 01:02,,Confirmed,no,,no,,
5,Physical Flow,day,2019-01-06 06:00,2019-01-07 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,746164.0,2019-03-25 01:02,,Confirmed,no,,no,,
6,Physical Flow,day,2019-01-07 06:00,2019-01-08 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,115675002.0,2019-03-25 01:02,,Confirmed,no,,no,,
7,Physical Flow,day,2019-01-08 06:00,2019-01-09 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,195878345.0,2019-03-25 01:02,,Confirmed,no,,no,,
8,Physical Flow,day,2019-01-09 06:00,2019-01-10 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,221975237.0,2019-03-25 01:02,,Confirmed,no,,no,,
9,Physical Flow,day,2019-01-10 06:00,2019-01-11 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,221669899.0,2019-03-25 01:02,,Confirmed,no,,no,,
10,Physical Flow,day,2019-01-11 06:00,2019-01-12 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,222001928.0,2019-03-25 01:02,,Confirmed,no,,no,,
11,Physical Flow,day,2019-01-12 06:00,2019-01-13 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,166725462.0,2019-03-25 01:02,,Confirmed,no,,no,,
12,Physical Flow,day,2019-01-13 06:00,2019-01-14 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,166791026.0,2019-03-25 01:02,,Confirmed,no,,no,,
13,Physical Flow,day,2019-01-14 06:00,2019-01-15 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,219989252.0,2019-03-25 01:02,,Confirmed,no,,no,,
14,Physical Flow,day,2019-01-15 06:00,2019-01-16 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,220369160.0,2019-03-25 01:02,,Confirmed,no,,no,,
15,Physical Flow,day,2019-01-16 06:00,2019-01-17 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,206997173.0,2019-03-25 01:02,,Confirmed,no,,no,,
