,indicator,periodType,periodFrom,periodTo,tsoEicCode,operatorLabel,pointLabel,tsoItemIdentifier,directionKey,unit,itemRemarks,generalRemarks,value,lastUpdateDateTime,isUnlimited,flowStatus,isCamRelevant,isNA,isCmpRelevant,interruptionCalculationRemark,isArchived
0,Physical Flow,day,2017-01-01 06:00,2017-01-02 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,5997420,2022-01-20 11:05,,Confirmed,yes,,yes,,
1,Physical Flow,day,2017-01-02 06:00,2017-01-03 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,8803542,2022-01-20 11:05,,Confirmed,yes,,yes,,
2,Physical Flow,day,2017-01-03 06:00,2017-01-04 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,8831108,2022-01-20 11:05,,Confirmed,yes,,yes,,
3,Physical Flow,day,2017-01-04 06:00,2017-01-05 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,8723118,2022-01-20 11:05,,Confirmed,yes,,yes,,
4,Physical Flow,day,2017-01-05 06:00,2017-01-06 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,8894208,2022-01-20 11:05,,Confirmed,yes,,yes,,
5,Physical Flow,day,2017-01-06 06:00,2017-01-07 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,8795013,2022-01-20 11:05,,Confirmed,yes,,yes,,
6,Physical Flow,day,2017-01-07 06:00,2017-01-08 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,8818278,2022-01-20 11:05,,Confirmed,yes,,yes,,
7,Physical Flow,day,2017-01-08 06:00,2017-01-09 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,8839803,2022-01-20 11:05,,Confirmed,yes,,yes,,
8,Physical Flow,day,2017-01-09 06:00,2017-01-10 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,8914777,2022-01-20 11:05,,Confirmed,yes,,yes,,
9,Physical Flow,day,2017-01-10 06:00,2017-01-11 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,8793524,2022-01-20 11:05,,Confirmed,yes,,yes,,
10,Physical Flow,day,2017-01-11 06:00,2017-01-12 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,8466698,2022-01-20 11:05,,Confirmed,yes,,yes,,
11,Physical Flow,day,2017-01-12 06:00,2017-01-13 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,6205369,2022-01-20 11:05,,Confirmed,yes,,yes,,
