,indicator,periodType,periodFrom,periodTo,tsoEicCode,operatorLabel,pointLabel,tsoItemIdentifier,directionKey,unit,itemRemarks,generalRemarks,value,lastUpdateDateTime,isUnlimited,flowStatus,isCamRelevant,isNA,isCmpRelevant,interruptionCalculationRemark,isArchived
0,Physical Flow,day,2021-01-01 06:00,2021-01-02 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,,2021-03-15 03:09,,Confirmed,no,,no,,
1,Physical Flow,day,2021-01-02 06:00,2021-01-03 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,24.0,2021-03-15 03:09,,Confirmed,no,,no,,
2,Physical Flow,day,2021-01-03 06:00,2021-01-04 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,,2021-03-15 03:09,,Confirmed,no,,no,,
3,Physical Flow,day,2021-01-04 06:00,2021-01-05 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,69.0,2021-03-15 03:09,,Confirmed,no,,no,,
4,Physical Flow,day,2021-01-05 06:00,2021-01-06 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,,2021-03-15 03:09,,Confirmed,no,,no,,
5,Physical Flow,day,2021-01-06 06:00,2021-01-07 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,823.0,2021-03-15 03:09,,Confirmed,no,,no,,
6,Physical Flow,day,2021-01-07 06:00,2021-01-08 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,70083271.0,2021-03-15 03:09,,Confirmed,no,,no,,
7,Physical Flow,day,2021-01-08 06:00,2021-01-09 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,75486305.0,2021-03-15 03:09,,Confirmed,no,,no,,
8,Physical Flow,day,2021-01-09 06:00,2021-01-10 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,12535213.0,2021-03-15 03:09,,Confirmed,no,,no,,
9,Physical Flow,day,2021-01-10 06:00,2021-01-11 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,12413077.0,2021-03-15 03:09,,Confirmed,no,,no,,
