,indicator,periodType,periodFrom,periodTo,tsoEicCode,operatorLabel,pointLabel,tsoItemIdentifier,directionKey,unit,itemRemarks,generalRemarks,value,lastUpdateDateTime,isUnlimited,flowStatus,isCamRelevant,isNA,isCmpRelevant,interruptionCalculationRemark,isArchived
0,Physical Flow,day,2021-01-01 06:00,2021-01-02 06:00,21X-IT-A-A0A0A-7,Snam Rete Gas,Bizzarone,21Z000000000277C,exit,kWh/d,,,7133168,2021-07-28 18:39,,Confirmed,no,,no,,
1,Physical Flow,day,2021-01-02 06:00,2021-01-03 06:00,21X-IT-A-A0A0A-7,Snam Rete Gas,Bizzarone,21Z000000000277C,exit,kWh/d,,,6691304,2021-07-28 18:39,,Confirmed,no,,no,,
2,Physical Flow,day,2021-01-03 06:00,2021-01-04 06:00,21X-IT-A-A0A0A-7,Snam Rete Gas,Bizzarone,21Z000000000277C,exit,kWh/d,,,6477599,2021-07-28 18:39,,Confirmed,no,,no,,
3,Physical Flow,day,2021-01-04 06:00,2021-01-05 06:00,21X-IT-A-A0A0A-7,Snam Rete Gas,Bizzarone,21Z000000000277C,exit,kWh/d,,,6968427,2021-07-28 18:39,,Confirmed,no,,no,,
4,Physical Flow,day,2021-01-05 06:00,2021-01-06 06:00,21X-IT-A-A0A0A-7,Snam Rete Gas,Bizzarone,21Z000000000277C,exit,kWh/d,,,7007002,2021-07-28 18:39,,Confirmed,no,,no,,
5,Physical Flow,day,2021-01-06 06:00,2021-01-07 06:00,21X-IT-A-A0A0A-7,Snam Rete Gas,Bizzarone,21Z000000000277C,exit,kWh/d,,,7126057,2021-07-28 18:39,,Confirmed,no,,no,,
6,Physical Flow,day,2021-01-07 06:00,2021-01-08 06:00,21X-IT-A-A0A0A-7,Snam Rete Gas,Bizzarone,21Z000000000277C,exit,kWh/d,,,7965651,2021-07-28 18:39,,Confirmed,no,,no,,
7,Physical Flow,day,2021-01-08 06:00,2021-01-09 06:00,21X-IT-A-A0A0A-7,Snam Rete Gas,Bizzarone,21Z000000000277C,exit,kWh/d,,,8166065,2021-07-28 18:39,,Confirmed,no,,no,,
8,Physical Flow,day,2021-01-09 06:00,2021-01-10 06:00,21X-IT-A-A0A0A-7,Snam Rete Gas,Bizzarone,21Z000000000277C,exit,kWh/d,,,7725191,2021-07-28 18:39,,Confirmed,no,,no,,
9,Physical Flow,day,2021-01-10 06:00,2021-01-11 06:00,21X-IT-A-A0A0A-7,Snam Rete Gas,Bizzarone,21Z000000000277C,exit,kWh/d,,,7791795,2021-07-28 18:39,,Confirmed,no,,no,,
10,Physical Flow,day,2021-01-11 06:00,2021-01-12 06:00,21X-IT-A-A0A0A-7,Snam Rete Gas,Bizzarone,21Z000000000277C,exit,kWh/d,,,8707805,2021-07-28 18:39,,Confirmed,no,,no,,
11,Physical Flow,day,2021-01-12 06:00,2021-01-13 06:00,21X-IT-A-A0A0A-7,Snam Rete Gas,Bizzarone,21Z000000000277C,exit,kWh/d,,,8245855,2021-07-28 18:39,,Confirmed,no,,no,,
12,Physical Flow,day,2021-01-13 06:00,2021-01-14 06:00,21X-IT-A-A0A0A-7,Snam Rete Gas,Bizzarone,21Z000000000277C,exit,kWh/d,,,6731808,2021-07-28 18:39,,Confirmed,no,,no,,
13,Physical Flow,day,2021-01-14 06:00,2021-01-15 06:00,21X-IT-A-A0A0A-7,Snam Rete Gas,Bizzarone,21Z000000000277C,exit,kWh/d,,,6286985,2021-07-28 18:39,,Confirmed,no,,no,,
14,Physical Flow,day,2021-01-15 06:00,2021-01-16 06:00,21X-IT-A-A0A0A-7,Snam Rete Gas,Bizzarone,21Z000000000277C,exit,kWh/d,,,7302380,2021-07-28 18:39,,Confirmed,no,,no,,
15,Physical Flow,day,2021-01-16 06:00,2021-01-17 06:00,21X-IT-A-A0A0A-7,Snam Rete Gas,Bizzarone,21Z000000000277C,exit,kWh/d,,,7461318,2021-07-28 18:39,,Confirmed,no,,no,,
16,Physical Flow,day,2021-01-17 06:00,2021-01-18 06:00,21X-IT-A-A0A0A-7,Snam Rete Gas,Bizzarone,21Z000000000277C,exit,kWh/d,,,7243276,2021-07-28 18:39,,Confirmed,no,,no,,
17,Physical Flow,day,2021-01-18 06:00,2021-01-19 06:00,21X-IT-A-A0A0A-7,Snam Rete Gas,Bizzarone,21Z000000000277C,exit,kWh/d,,,7653998,2021-07-28 18:39,,Confirmed,no,,no,,
18,Physical Flow,day,2021-01-19 06:00,2021-01-20 06:00,21X-IT-A-A0A0A-7,Snam Rete Gas,Bizzarone,21Z000000000277C,exit,kWh/d,,,7555484,2021-07-28 18:39,,Confirmed,no,,no,,
19,Physical Flow,day,2021-01-20 06:00,2021-01-21 06:00,21X-IT-A-A0A0A-7,Snam Rete Gas,Bizzarone,21Z000000000277C,exit,kWh/d,,,7232548,2021-07-28 18:39,,Confirmed,no,,no,,
20,Physical Flow,day,2021-01-21 06:00,2021-01-22 06:00,21X-IT-A-A0A0A-7,Snam Rete Gas,Bizzarone,21Z000000000277C,exit,kWh/d,,,7423404,2021-07-28 18:39,,Confirmed,no,,no,,
21,Physical Flow,day,2021-01-22 06:00,2021-01-23 06:00,21X-IT-A-A0A0A-7,Snam Rete Gas,Bizzarone,21Z000000000277C,exit,kWh/d,,,7171333,2021-07-28 18:39,,Confirmed,no,,no,,
22,Physical Flow,day,2021-01-23 06:00,2021-01-24 06:00,21X-IT-A-A0A0A-7,Snam Rete Gas,Bizzarone,21Z000000000277C,exit,kWh/d,,,6189366,2022-01-03 16:19,,Provisional,no,,no,,
