,indicator,periodType,periodFrom,periodTo,tsoEicCode,operatorLabel,pointLabel,tsoItemIdentifier,directionKey,unit,itemRemarks,generalRemarks,value,lastUpdateDateTime,isUnlimited,flowStatus,isCamRelevant,isNA,isCmpRelevant,interruptionCalculationRemark,isArchived
0,Physical Flow,day,2016-01-01 06:00,2016-01-02 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,3714841.242,2016-02-03 13:46,,Confirmed,yes,,,,
1,Physical Flow,day,2016-01-02 06:00,2016-01-03 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,2495318.511,2016-02-03 13:46,,Confirmed,yes,,,,
2,Physical Flow,day,2016-01-03 06:00,2016-01-04 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,2513996.471,2016-02-03 13:46,,Confirmed,yes,,,,
3,Physical Flow,day,2016-01-04 06:00,2016-01-05 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,4816385.322,2016-02-03 13:46,,Confirmed,yes,,,,
4,Physical Flow,day,2016-01-05 06:00,2016-01-06 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,3701197.22,2016-02-03 13:46,,Confirmed,yes,,,,
5,Physical Flow,day,2016-01-06 06:00,2016-01-07 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,5360768.133,2016-02-03 13:46,,Confirmed,yes,,,,
6,Physical Flow,day,2016-01-07 06:00,2016-01-08 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,5716776.884,2016-02-03 13:46,,Confirmed,yes,,,,
7,Physical Flow,day,2016-01-08 06:00,2016-01-09 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,5351098.8719999995,2016-02-03 13:46,,Confirmed,yes,,,,
8,Physical Flow,day,2016-01-09 06:00,2016-01-10 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,5360961.746,2016-02-03 13:46,,Confirmed,yes,,,,
9,Physical Flow,day,2016-01-10 06:00,2016-01-11 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,5345529.651000001,2016-02-03 13:46,,Confirmed,yes,,,,
10,Physical Flow,day,2016-01-11 06:00,2016-01-12 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,6140367.961,2016-02-03 13:46,,Confirmed,yes,,,,
11,Physical Flow,day,2016-01-12 06:00,2016-01-13 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,6048640.955,2016-02-03 13:46,,Confirmed,yes,,,,
12,Physical Flow,day,2016-01-13 06:00,2016-01-14 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,7143101.0770000005,2016-02-03 13:46,,Confirmed,yes,,,,
13,Physical Flow,day,2016-01-14 06:00,2016-01-15 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,8767912.762,2016-02-03 13:46,,Confirmed,yes,,,,
14,Physical Flow,day,2016-01-15 06:00,2016-01-16 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,8812796.811,2016-02-03 13:46,,Confirmed,yes,,,,
15,Physical Flow,day,2016-01-16 06:00,2016-01-17 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,5638466.12,2016-02-03 13:46,,Confirmed,yes,,,,
16,Physical Flow,day,2016-01-17 06:00,2016-01-18 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,6885971.624,2016-02-03 13:46,,Confirmed,yes,,,,
17,Physical Flow,day,2016-01-18 06:00,2016-01-19 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,8888396.992999999,2016-02-03 13:46,,Confirmed,yes,,,,
18,Physical Flow,day,2016-01-19 06:00,2016-01-20 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,8835677.312,2016-02-03 13:46,,Confirmed,yes,,,,
19,Physical Flow,day,2016-01-20 06:00,2016-01-21 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,8830962.266,2016-02-03 13:46,,Confirmed,yes,,,,
20,Physical Flow,day,2016-01-21 06:00,2016-01-22 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,8325518.446,2016-02-03 13:46,,Confirmed,yes,,,,
21,Physical Flow,day,2016-01-22 06:00,2016-01-23 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,7619389.057,2016-02-03 13:46,,Confirmed,yes,,,,
22,Physical Flow,day,2016-01-23 06:00,2016-01-24 06:00,21X000000001163D,terranets bw,RC Basel,21Z000000000253Q,exit,kWh/d,,,3784610.256,2016-02-03 13:46,,Confirmed,yes,,,,
