,indicator,periodType,periodFrom,periodTo,tsoEicCode,operatorLabel,pointLabel,tsoItemIdentifier,directionKey,unit,itemRemarks,generalRemarks,value,lastUpdateDateTime,isUnlimited,flowStatus,isCamRelevant,isNA,isCmpRelevant,interruptionCalculationRemark,isArchived
0,Physical Flow,day,2020-01-01 06:00,2020-01-02 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,167939618.0,2020-03-19 01:03,,Confirmed,no,,no,,
1,Physical Flow,day,2020-01-02 06:00,2020-01-03 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,229757705.0,2020-03-19 01:03,,Confirmed,no,,no,,
2,Physical Flow,day,2020-01-03 06:00,2020-01-04 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,247016844.0,2020-03-19 01:03,,Confirmed,no,,no,,
3,Physical Flow,day,2020-01-04 06:00,2020-01-05 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,213851712.0,2020-03-19 01:03,,Confirmed,no,,no,,
4,Physical Flow,day,2020-01-05 06:00,2020-01-06 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,227173897.0,2020-03-19 01:03,,Confirmed,no,,no,,
5,Physical Flow,day,2020-01-06 06:00,2020-01-07 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,188318214.0,2020-03-19 01:03,,Confirmed,no,,no,,
6,Physical Flow,day,2020-01-07 06:00,2020-01-08 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,260858790.0,2020-03-19 01:03,,Confirmed,no,,no,,
7,Physical Flow,day,2020-01-08 06:00,2020-01-09 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,264558702.0,2020-03-19 01:03,,Confirmed,no,,no,,
8,Physical Flow,day,2020-01-09 06:00,2020-01-10 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,240421140.0,2020-03-19 01:03,,Confirmed,no,,no,,
9,Physical Flow,day,2020-01-10 06:00,2020-01-11 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,241090819.0,2020-03-19 01:03,,Confirmed,no,,no,,
10,Physical Flow,day,2020-01-11 06:00,2020-01-12 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,241627895.0,2020-03-19 01:03,,Confirmed,no,,no,,
11,Physical Flow,day,2020-01-12 06:00,2020-01-13 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,253239899.0,2020-03-19 01:03,,Confirmed,no,,no,,
12,Physical Flow,day,2020-01-13 06:00,2020-01-14 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,253724593.0,2020-03-19 01:03,,Confirmed,no,,no,,
13,Physical Flow,day,2020-01-14 06:00,2020-01-15 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,246582697.0,2020-03-19 01:03,,Confirmed,no,,no,,
14,Physical Flow,day,2020-01-15 06:00,2020-01-16 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,247332472.0,2020-03-19 01:03,,Confirmed,no,,no,,
15,Physical Flow,day,2020-01-16 06:00,2020-01-17 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,243782504.0,2020-03-19 01:03,,Confirmed,no,,no,,
16,Physical Flow,day,2020-01-17 06:00,2020-01-18 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,244976550.0,2020-03-19 01:03,,Confirmed,no,,no,,
17,Physical Flow,day,2020-01-18 06:00,2020-01-19 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,239858879.0,2020-03-19 01:03,,Confirmed,no,,no,,
18,Physical Flow,day,2020-01-19 06:00,2020-01-20 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,241372968.0,2020-03-19 01:03,,Confirmed,no,,no,,
19,Physical Flow,day,2020-01-20 06:00,2020-01-21 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,251902257.0,2020-03-19 01:03,,Confirmed,no,,no,,
20,Physical Flow,day,2020-01-21 06:00,2020-01-22 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,249775136.0,2020-03-19 01:03,,Confirmed,no,,no,,
21,Physical Flow,day,2020-01-22 06:00,2020-01-23 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,238531810.0,2020-03-19 01:03,,Confirmed,no,,no,,
22,Physical Flow,day,2020-01-23 06:00,2020-01-24 06:00,21X-FR-A-A0A0A-S,GRTgaz,Oltingue (FR) / Rodersdorf (CH),21Z000000000037W,exit,kWh/d,,,255701415.0,2020-03-19 01:03,,Confirmed,no,,no,,
