date_datawrapper,2023,2022,Mittelwert,Maximum,Minimum
2023-01-01,84.28,58.31,66.32545454545455,85.1,55.5
2023-01-02,84.27,58.44,65.79454545454546,84.26,55.12
2023-01-03,83.9,58.3,65.22909090909091,83.66,54.54
2023-01-04,83.67,57.97,64.61909090909091,83.06,53.9
2023-01-05,83.26,57.33,63.973636363636366,82.4,53.46
2023-01-06,82.97,56.64,63.304545454545455,81.46,53.18
2023-01-07,82.76,55.84,62.63454545454545,80.51,52.88
2023-01-08,82.4,55.33,61.98909090909091,79.74,52.62
2023-01-09,81.94,54.73,61.36545454545455,78.99,52.27
2023-01-10,81.36,53.71,60.71818181818182,78.31,51.68
2023-01-11,80.89,52.66,60.056363636363635,77.61,51.19
2023-01-12,80.48,51.64,59.440909090909095,77.06,50.85
2023-01-13,80.03,50.52,58.83818181818182,76.34,50.58
2023-01-14,79.67,49.37,58.13,75.25,50.34
2023-01-15,79.2,48.46,57.402727272727276,74.2,49.68
2023-01-16,78.45,47.67,56.67181818181818,73.13,48.74
2023-01-17,77.58,46.62,55.89636363636364,72.05,47.71
2023-01-18,76.64,45.6,55.07090909090909,70.91,46.67
2023-01-19,75.65,44.76,54.25909090909091,69.7,45.65
2023-01-20,74.54,43.82,53.46000000000001,68.32,44.64
2023-01-21,73.63,42.9,52.63363636363636,66.82,43.73
2023-01-22,72.66,42.04,51.808181818181815,65.3,42.88
2023-01-23,71.65,41.22,51.00363636363636,63.78,41.94
2023-01-24,70.68,40.28,50.22909090909091,62.41,40.98
2023-01-25,69.74,39.32,49.45727272727272,61.33,40.05
2023-01-26,68.75,38.34,48.73272727272727,60.43,39.05
2023-01-27,67.72,37.4,48.059090909090905,59.46,38.29
2023-01-28,66.81,36.67,47.39363636363637,58.41,37.82
2023-01-29,65.94,36.18,46.75090909090909,57.27,37.39
2023-01-30,64.96,35.72,46.084545454545456,56.38,36.81
2023-01-31,64.3,34.98,45.43818181818182,55.48,36.22
2023-02-01,63.53,34.29,44.84090909090909,55.53,35.76
2023-02-02,62.66,33.66,44.22454545454545,55.3,35.43
2023-02-03,61.82,32.94,43.71909090909091,54.81,35.12
2023-02-04,61.16,32.49,43.01090909090909,54.11,34.82
2023-02-05,60.52,32.23,42.26363636363636,53.13,34.46
2023-02-06,59.43,32.03,41.52636363636364,51.99,33.83
2023-02-07,58.48,31.53,40.800909090909094,51.15,33.29
2023-02-08,57.42,30.97,40.06090909090909,50.58,32.67
2023-02-09,56.28,30.43,39.34090909090909,50.23,32.02
2023-02-10,55.14,29.85,38.587272727272726,49.59,31.31
2023-02-11,54.26,29.19,37.81818181818182,48.72,30.79
2023-02-12,53.44,28.52,37.06181818181818,47.73,30.48
2023-02-13,52.46,28.13,36.33,46.81,30.04
2023-02-14,51.45,27.59,35.68,45.94,29.67
2023-02-15,50.43,27.15,35.087272727272726,45.6,28.89
2023-02-16,49.78,26.84,34.54818181818182,45.37,28.02
2023-02-17,49.18,26.5,34.00454545454546,44.93,27.31
2023-02-18,48.75,26.26,33.41818181818182,44.29,26.61
2023-02-19,48.3,25.9,32.841818181818184,43.59,25.98
2023-02-20,47.57,25.63,32.341818181818184,42.98,25.84
2023-02-21,46.8,25.09,31.847272727272728,42.35,25.75
2023-02-22,46.11,24.61,31.35,41.95,25.4
2023-02-23,45.28,24.26,30.89090909090909,41.68,24.52
2023-02-24,44.46,23.93,30.464545454545455,41.33,23.64
2023-02-25,43.94,23.34,29.952727272727273,40.69,22.66
2023-02-26,43.31,22.94,29.39545454545454,39.69,21.74
2023-02-27,42.37,22.61,28.875454545454545,38.72,20.96
2023-02-28,41.52,22.04,28.316363636363636,37.85,20.25
2023-03-01,40.64,21.64,27.745454545454546,36.99,19.68
2023-03-02,39.81,21.25,27.372727272727275,36.37,19.13
2023-03-03,38.9,20.91,26.962727272727275,35.59,18.61
2023-03-04,38.23,20.72,26.561818181818182,35.0,18.15
2023-03-05,37.55,20.52,26.152727272727272,34.31,17.9
2023-03-06,36.46,20.26,25.795454545454547,33.54,17.74
2023-03-07,35.48,19.66,25.42,33.13,17.6
2023-03-08,34.7,19.2,25.16090909090909,32.9,17.52
2023-03-09,33.96,18.86,24.87909090909091,32.44,17.5
2023-03-10,33.2,18.73,24.69363636363636,32.21,17.39
2023-03-11,32.49,18.77,24.514545454545452,32.14,17.06
2023-03-12,32.02,19.04,24.338181818181816,32.1,16.54
2023-03-13,31.62,19.16,24.077272727272728,31.65,15.84
2023-03-14,30.95,18.85,23.86,31.55,15.18
2023-03-15,30.1,18.77,23.69727272727273,31.59,14.66
2023-03-16,29.55,18.81,23.521818181818183,31.26,14.41
2023-03-17,29.26,18.96,23.34363636363636,31.28,14.18
2023-03-18,29.17,19.23,23.134545454545453,31.2,13.75
2023-03-19,29.02,19.78,22.921818181818182,31.19,13.46
2023-03-20,28.61,20.24,22.76909090909091,31.26,13.08
2023-03-21,28.45,20.51,22.60090909090909,31.47,12.7
2023-03-22,28.36,20.82,22.44909090909091,31.54,12.46
2023-03-23,28.23,21.18,22.327272727272728,31.44,12.21
2023-03-24,28.42,21.54,22.233636363636364,31.11,11.86
2023-03-25,28.57,22.14,22.12727272727273,30.76,11.33
2023-03-26,28.61,22.81,22.03181818181818,30.41,10.77
2023-03-27,28.24,23.44,21.946363636363635,30.33,10.2
2023-03-28,27.61,23.81,21.900000000000002,30.32,9.68
2023-03-29,27.46,24.09,21.94090909090909,30.21,9.3
2023-03-30,27.55,24.07,21.98818181818182,29.93,9.12
2023-03-31,27.66,23.66,21.60909090909091,30.01,8.81
2023-04-01,28.29,23.31,22.013636363636365,30.06,8.63
2023-04-02,28.47,23.07,22.518181818181816,30.57,8.24
2023-04-03,28.33,22.86,22.672727272727272,30.66,7.9
2023-04-04,28.12,22.58,22.83818181818182,30.68,7.52
2023-04-05,27.97,22.45,23.001818181818184,31.29,7.19
2023-04-06,27.78,22.56,23.203636363636363,32.21,6.96
2023-04-07,27.83,22.79,23.35272727272727,32.78,6.84
2023-04-08,27.99,22.77,23.521818181818183,33.53,6.68
2023-04-09,28.3,22.9,23.651818181818182,34.3,6.69
2023-04-10,28.64,23.09,23.863636363636363,35.1,6.56
2023-04-11,28.81,23.45,24.044545454545457,35.93,6.72
2023-04-12,28.89,23.91,24.201818181818183,36.75,6.93
2023-04-13,28.76,24.43,24.386363636363637,37.55,7.25
2023-04-14,28.89,24.77,24.584545454545456,38.2,7.71
2023-04-15,29.28,25.42,24.767272727272726,38.89,7.96
2023-04-16,29.65,26.15,24.94545454545454,39.69,8.28
2023-04-17,29.93,26.9,25.185454545454544,40.51,8.64
2023-04-18,30.33,27.64,25.480909090909094,41.32,9.04
2023-04-19,30.94,28.12,25.726363636363637,42.13,9.33
2023-04-20,31.52,28.59,25.985454545454544,42.87,9.56
2023-04-21,32.12,28.79,26.29090909090909,43.58,9.81
2023-04-22,32.74,29.28,26.63272727272727,44.3,9.99
2023-04-23,33.41,29.88,26.94454545454545,45.09,10.22
2023-04-24,34.0,30.43,27.276363636363637,45.91,10.55
2023-04-25,34.49,30.75,27.623636363636365,46.72,10.95
2023-04-26,34.8,31.06,27.872727272727275,47.49,11.36
2023-04-27,35.37,31.43,28.10545454545455,48.28,11.65
2023-04-28,35.93,31.91,28.35909090909091,49.07,11.93
2023-04-29,36.58,32.43,28.616363636363634,49.87,12.19
2023-04-30,37.35,33.06,28.89727272727273,50.62,12.48
2023-05-01,38.05,33.65,29.29,51.36,12.87
2023-05-02,38.58,34.18,29.611818181818183,52.09,13.31
2023-05-03,39.18,34.8,29.955454545454543,52.84,13.79
2023-05-04,39.89,35.39,30.297272727272727,53.55,14.25
2023-05-05,40.39,35.95,30.64181818181818,54.29,14.72
2023-05-06,40.97,36.58,30.977272727272727,55.06,15.18
2023-05-07,41.71,37.24,31.36909090909091,55.83,15.7
2023-05-08,42.4,37.93,31.85636363636364,56.62,16.22
2023-05-09,43.02,38.49,32.29818181818182,57.41,16.77
2023-05-10,43.59,39.1,32.75545454545455,58.22,17.29
2023-05-11,44.19,39.71,33.163636363636364,58.58,17.78
2023-05-12,44.78,40.33,33.552727272727275,58.82,18.22
2023-05-13,45.45,40.92,33.92,59.09,18.5
2023-05-14,46.13,41.57,34.31727272727273,59.41,18.8
2023-05-15,46.04,42.24,34.663636363636364,59.68,19.08
2023-05-16,46.99,42.87,35.050909090909094,60.37,19.33
2023-05-17,47.51,43.51,35.440909090909095,61.11,19.59
2023-05-18,48.04,43.92,35.83181818181818,61.87,19.99
2023-05-19,48.5,44.41,36.24727272727273,62.5,20.33
2023-05-20,49.02,45.05,36.66909090909091,63.21,20.7
2023-05-21,49.53,45.79,37.11,63.98,21.01
2023-05-22,49.74,46.6,37.56272727272727,64.76,21.32
2023-05-23,49.96,47.2,38.016363636363636,65.55,21.53
2023-05-24,50.12,47.86,38.446363636363635,66.24,21.66
2023-05-25,50.45,48.48,38.86181818181819,66.9,21.89
2023-05-26,50.79,49.21,39.28454545454545,67.62,22.23
2023-05-27,51.16,49.94,39.694545454545455,68.17,22.48
2023-05-28,51.55,50.62,40.126363636363635,68.78,22.75
2023-05-29,51.85,51.24,40.56,69.43,23.03
2023-05-30,52.0,51.67,40.98818181818182,70.01,23.38
2023-05-31,52.18,52.04,41.39090909090909,70.75,23.74
2023-06-01,52.34,52.34,41.82363636363636,71.52,24.15
2023-06-02,52.67,52.71,42.25454545454546,71.83,24.6
2023-06-03,53.13,53.09,42.64909090909091,72.11,24.91
2023-06-04,53.61,53.55,43.06636363636364,72.52,25.35
2023-06-05,53.86,53.99,43.47363636363636,72.97,25.81
2023-06-06,54.07,54.37,43.91909090909091,73.47,26.3
2023-06-07,54.23,54.48,44.335454545454546,73.93,26.83
2023-06-08,54.52,54.47,44.731818181818184,74.19,27.33
2023-06-09,54.96,54.09,45.08909090909091,74.34,27.81
2023-06-10,55.53,53.44,45.45272727272727,74.51,28.22
2023-06-11,56.14,54.03,45.83909090909091,74.73,28.61
2023-06-12,56.56,54.65,46.265454545454546,75.04,29.02
2023-06-13,56.99,55.55,46.68363636363636,75.46,29.48
2023-06-14,57.41,55.88,47.04363636363637,75.87,29.94
2023-06-15,57.74,56.23,47.407272727272726,76.1,30.44
2023-06-16,58.14,56.61,47.800909090909094,76.36,30.92
2023-06-17,58.63,56.96,48.15,76.45,31.37
2023-06-18,59.14,57.4,48.53454545454545,76.68,31.85
2023-06-19,59.51,57.83,48.89363636363637,76.98,32.27
2023-06-20,59.68,58.13,49.24454545454546,77.39,32.75
