date_datawrapper,2023,2022,Mittelwert,Maximum,Minimum
2023-01-01,84.28,53.82,65.16545454545455,85.1,51.26
2023-01-02,84.27,53.81,64.63454545454546,84.26,50.93
2023-01-03,83.9,58.3,64.0690909090909,83.66,50.57
2023-01-04,83.67,57.97,63.4609090909091,83.06,50.25
2023-01-05,83.26,57.33,62.81454545454546,82.4,49.9
2023-01-06,82.97,56.64,62.14090909090908,81.46,49.57
2023-01-07,82.76,55.84,61.46909090909091,80.51,49.16
2023-01-08,82.4,55.33,60.82181818181818,79.74,48.53
2023-01-09,81.94,54.73,60.191818181818185,78.99,47.87
2023-01-10,81.36,53.71,59.540000000000006,78.31,47.27
2023-01-11,80.89,52.66,58.878181818181815,77.61,46.69
2023-01-12,80.48,51.64,58.25545454545454,77.06,46.05
2023-01-13,80.03,50.52,57.64272727272728,76.34,45.46
2023-01-14,79.67,49.37,56.93,75.25,44.93
2023-01-15,79.2,48.46,56.20727272727272,74.2,44.32
2023-01-16,78.45,47.67,55.47818181818182,73.13,43.71
2023-01-17,77.58,46.62,54.70272727272727,72.05,43.02
2023-01-18,76.64,45.6,53.879090909090905,70.91,42.36
2023-01-19,75.65,44.76,53.06727272727273,69.7,41.68
2023-01-20,74.54,43.82,52.27090909090909,68.32,41.13
2023-01-21,73.63,42.9,51.440000000000005,66.82,40.58
2023-01-22,72.66,42.04,50.61181818181819,65.3,39.93
2023-01-23,71.65,41.22,49.8,63.78,39.33
2023-01-24,70.68,40.28,49.01818181818182,62.41,38.81
2023-01-25,69.74,39.32,48.23909090909091,61.33,38.17
2023-01-26,68.75,38.34,47.50363636363636,60.43,37.48
2023-01-27,67.72,37.4,46.81363636363637,59.46,36.91
2023-01-28,66.81,36.67,46.128181818181815,58.41,36.41
2023-01-29,65.94,36.18,45.46818181818182,57.27,35.78
2023-01-30,64.96,35.72,44.79545454545455,56.38,35.19
2023-01-31,64.3,34.98,44.14181818181818,55.48,34.58
2023-02-01,63.53,34.29,43.52727272727273,55.53,33.83
2023-02-02,62.66,33.66,42.89181818181818,55.3,33.03
2023-02-03,61.82,32.94,42.36727272727273,54.81,32.31
2023-02-04,61.16,32.49,41.64727272727273,54.11,31.62
2023-02-05,60.52,32.23,40.89727272727273,53.13,30.77
2023-02-06,59.43,32.03,40.162727272727274,51.99,29.92
2023-02-07,58.48,31.53,39.444545454545455,51.15,29.11
2023-02-08,57.42,30.97,38.700909090909086,50.58,28.21
2023-02-09,56.28,30.43,37.98727272727273,50.23,27.49
2023-02-10,55.14,29.85,37.231818181818184,49.59,26.94
2023-02-11,54.26,29.19,36.46272727272728,48.72,26.46
2023-02-12,53.44,28.52,35.70818181818182,47.73,25.76
2023-02-13,52.46,28.13,34.97090909090909,46.81,24.97
2023-02-14,51.45,27.59,34.31909090909091,45.94,24.29
2023-02-15,50.43,27.15,33.730909090909094,45.6,23.7
2023-02-16,49.78,26.84,33.201818181818176,45.37,23.21
2023-02-17,49.18,26.5,32.655454545454546,44.93,22.7
2023-02-18,48.75,26.26,32.06454545454545,44.29,22.17
2023-02-19,48.3,25.9,31.481818181818184,43.59,21.41
2023-02-20,47.57,25.63,30.993636363636366,42.98,20.86
2023-02-21,46.8,25.09,30.507272727272724,42.35,20.21
2023-02-22,46.11,24.61,30.012727272727272,41.95,19.46
2023-02-23,45.28,24.26,29.543636363636367,41.68,18.58
2023-02-24,44.46,23.93,29.12,41.33,17.94
2023-02-25,43.94,23.34,28.613636363636363,40.69,17.27
2023-02-26,43.31,22.94,28.063636363636363,39.69,16.35
2023-02-27,42.37,22.61,27.55090909090909,38.72,15.42
2023-02-28,41.52,22.04,27.00181818181818,37.85,14.45
2023-03-01,40.64,21.64,26.434545454545457,36.99,13.52
2023-03-02,39.81,21.25,26.066363636363636,36.37,12.66
2023-03-03,38.9,20.91,25.673636363636366,35.59,12.09
2023-03-04,38.23,20.72,25.277272727272727,35.0,11.61
2023-03-05,37.55,20.52,24.86909090909091,34.31,11.06
2023-03-06,36.46,20.26,24.50909090909091,33.54,10.51
2023-03-07,35.48,19.66,24.164545454545454,33.13,9.96
2023-03-08,34.7,19.2,23.865454545454543,32.9,9.45
2023-03-09,33.96,18.86,24.85363636363636,33.49,9.17
2023-03-10,33.2,18.73,24.664545454545454,33.17,9.04
2023-03-11,32.49,18.77,24.456363636363633,32.97,8.93
2023-03-12,32.02,19.04,24.276363636363637,33.0,8.66
2023-03-13,31.62,19.16,23.98818181818182,32.7,8.36
2023-03-14,30.95,18.85,23.756363636363634,32.57,7.99
2023-03-15,30.1,18.77,23.58090909090909,32.32,7.65
2023-03-16,29.55,18.81,23.39272727272727,32.04,7.27
2023-03-17,29.26,18.96,23.222727272727273,31.74,6.95
2023-03-18,29.17,19.23,23.015454545454546,31.37,6.5
2023-03-19,29.02,19.78,22.8,31.19,5.9
2023-03-20,28.61,20.24,22.61,31.26,5.29
2023-03-21,28.45,20.51,22.41090909090909,31.47,4.77
2023-03-22,28.36,20.82,22.246363636363636,31.54,4.31
2023-03-23,28.23,21.18,22.095454545454547,31.44,3.88
2023-03-24,28.42,21.54,21.974545454545453,31.11,3.75
2023-03-25,28.57,22.14,21.844545454545454,30.76,3.7
2023-03-26,28.61,22.81,21.724545454545453,30.41,3.52
2023-03-27,28.24,23.44,21.62272727272727,30.33,3.32
2023-03-28,27.61,23.81,21.55090909090909,30.32,3.16
2023-03-29,27.46,24.09,21.565454545454546,30.21,3.04
2023-03-30,27.55,24.07,21.587272727272726,30.11,2.97
2023-03-31,27.66,23.66,21.151818181818182,30.03,2.9
2023-04-01,28.29,23.31,21.35727272727273,30.59,2.85
2023-04-02,28.47,23.07,21.82181818181818,30.77,2.82
2023-04-03,28.33,22.86,21.945454545454545,30.97,2.82
2023-04-04,28.12,22.58,22.069090909090907,31.16,2.88
2023-04-05,27.97,22.45,22.204545454545453,31.29,2.85
2023-04-06,27.78,22.56,22.40818181818182,32.21,2.95
2023-04-07,27.83,22.79,22.571818181818184,32.78,3.12
