date,2022,Mittelwert,Maximum,Minimum
2022-01-01,50.48,75.44800000000001,96.91,60.74
2022-01-02,50.7,75.111,96.53,60.56
2022-01-03,50.75,74.738,96.28,60.16
2022-01-04,50.6,74.33,96.12,59.46
2022-01-05,50.15,73.844,95.94,58.79
2022-01-06,49.63,73.385,95.63,58.31
2022-01-07,49.11,72.893,95.25,57.99
2022-01-08,48.73,72.466,94.86,58.08
2022-01-09,48.36,72.072,94.69,58.27
2022-01-10,47.5,71.652,94.54,57.89
2022-01-11,46.58,71.174,94.34,57.47
2022-01-12,45.72,70.701,94.09,56.91
2022-01-13,44.95,70.24600000000001,93.83,56.09
2022-01-14,44.17,69.784,93.64,55.51
2022-01-15,43.68,69.259,93.43,54.83
2022-01-16,43.3,68.72200000000001,93.19,53.75
2022-01-17,42.74,68.08,92.92,52.55
2022-01-18,41.97,67.378,92.64,51.26
2022-01-19,41.36,66.70599999999999,92.26,50.09
2022-01-20,40.64,66.03999999999999,91.6,49.0
2022-01-21,39.8,65.41799999999999,90.91,48.26
2022-01-22,39.25,64.81,90.27,47.46
2022-01-23,38.76,64.219,89.56,46.32
2022-01-24,37.91,63.65599999999999,88.86,45.17
2022-01-25,37.04,63.129,88.37,43.93
2022-01-26,36.3,62.581999999999994,87.98,42.87
2022-01-27,35.76,62.063,87.59,41.98
2022-01-28,35.17,61.596000000000004,87.02,41.38
2022-01-29,34.98,61.161,86.51,40.84
2022-01-30,34.78,60.64399999999999,86.04,40.19
2022-01-31,34.28,60.13100000000001,85.88,39.52
2022-02-01,33.95,59.620000000000005,85.84,39.04
2022-02-02,33.6,59.068999999999996,85.77,38.57
2022-02-03,33.35,58.487,85.46,38.2
2022-02-04,33.17,57.923,85.08,37.97
2022-02-05,33.1,57.35,84.59,37.69
2022-02-06,33.03,56.725,83.83,37.11
2022-02-07,32.72,56.073,83.39,36.5
2022-02-08,32.49,55.39300000000001,83.04,35.8
2022-02-09,32.29,54.669,82.91,34.83
2022-02-10,31.9,54.009,82.69,33.83
2022-02-11,31.55,53.366,82.38,33.28
2022-02-12,31.31,52.763999999999996,81.98,33.07
2022-02-13,31.22,52.15500000000001,81.59,32.4
2022-02-14,31.06,51.602,81.34,31.78
2022-02-15,30.84,51.174,81.29,31.49
2022-02-16,30.64,50.774,81.31,31.1
2022-02-17,30.46,50.411,81.13,30.68
2022-02-18,30.29,50.05,80.89,30.45
2022-02-19,30.09,49.870999999999995,80.68,30.23
2022-02-20,29.98,49.486000000000004,80.48,29.96
2022-02-21,29.71,49.098,80.28,29.78
2022-02-22,29.37,48.657,80.22,29.59
2022-02-23,29.15,48.231,80.18,29.38
2022-02-24,29.06,47.782,79.95,29.07
2022-02-25,28.79,47.351,79.76,28.85
2022-02-26,28.6,46.908,79.34,28.69
2022-02-27,28.45,46.468,78.73,28.37
2022-02-28,28.04,46.011,78.17,26.88
2022-03-01,27.49,45.575,77.95,25.56
2022-03-02,27.03,45.172000000000004,77.36,24.21
2022-03-03,26.64,44.806,77.1,23.31
2022-03-04,26.27,44.475,76.78,22.71
2022-03-05,26.04,44.152,76.39,22.13
2022-03-06,25.83,43.902,76.16,21.57
2022-03-07,25.33,43.559000000000005,75.98,21.04
2022-03-08,24.91,43.305,75.94,20.48
2022-03-09,24.63,43.101,75.71,20.23
2022-03-10,24.75,42.973,75.56,20.12
2022-03-11,24.74,42.827,75.51,20.09
2022-03-12,24.84,42.660000000000004,75.48,19.92
2022-03-13,25.0,42.489,75.31,19.71
2022-03-14,24.95,42.288,75.12,19.39
2022-03-15,24.84,42.144,75.06,19.2
2022-03-16,24.83,42.029,74.94,18.95
2022-03-17,24.78,41.885000000000005,74.83,18.54
2022-03-18,24.71,41.707,74.76,18.06
2022-03-19,24.92,41.515,74.59,17.36
2022-03-20,25.09,41.333,74.44,16.74
2022-03-21,24.52,41.230000000000004,74.28,16.11
2022-03-22,24.55,41.057,74.12,15.54
2022-03-23,24.65,40.825,73.72,15.18
2022-03-24,25.04,40.745999999999995,73.39,15.03
2022-03-25,25.16,40.581,73.03,14.93
2022-03-26,25.55,40.512,72.7,14.75
