date_datawrapper,2023,2022,Mittelwert,Maximum,Minimum
2023-01-01,90.48,54.38,74.91636363636364,96.86,60.74
2023-01-02,90.6,54.65,74.57636363636364,96.48,60.56
2023-01-03,90.68,54.72,74.18363636363637,96.23,60.16
2023-01-04,90.72,54.59,73.75363636363636,96.08,59.46
2023-01-05,90.77,54.09,73.27454545454545,95.9,58.79
2023-01-06,90.93,53.54,72.82363636363637,95.59,58.31
2023-01-07,91.06,52.97,72.3409090909091,95.21,57.99
2023-01-08,91.17,52.57,71.92272727272727,94.83,58.08
2023-01-09,91.08,52.17,71.51727272727273,94.66,58.27
2023-01-10,90.98,51.21,71.08,94.51,57.89
2023-01-11,90.7,50.2,70.60545454545455,94.31,57.47
2023-01-12,90.61,49.25,70.14999999999999,94.06,56.87
2023-01-13,90.5,48.38,69.7109090909091,93.81,55.93
2023-01-14,90.44,47.52,69.24272727272727,93.63,55.35
2023-01-15,90.36,46.97,68.69727272727272,93.41,54.67
2023-01-16,89.85,46.56,68.16,93.18,53.57
2023-01-17,89.3,45.92,67.52363636363636,92.91,52.37
2023-01-18,88.68,45.08,66.82545454545453,92.64,51.08
2023-01-19,87.92,44.4,66.15727272727273,92.26,49.91
2023-01-20,87.12,43.61,65.49363636363636,91.6,48.82
2023-01-21,86.49,42.7,64.85454545454546,90.91,48.07
2023-01-22,85.81,42.09,64.22272727272728,90.27,47.26
2023-01-23,84.83,41.53,63.596363636363634,89.56,46.11
2023-01-24,83.76,40.61,63.02272727272727,88.85,44.97
2023-01-25,82.78,39.65,62.47636363636364,88.37,43.73
2023-01-26,82.06,38.81,61.93818181818181,87.98,42.68
2023-01-27,81.04,38.21,61.43,87.59,41.79
2023-01-28,80.33,37.53,60.94909090909091,87.03,41.19
2023-01-29,79.75,37.28,60.49272727272728,86.5,40.66
2023-01-30,79.16,37.02,59.958181818181814,86.03,40.02
2023-01-31,78.73,36.44,59.42636363636364,85.88,39.35
2023-02-01,78.28,36.04,58.90272727272727,85.84,38.86
2023-02-02,77.87,35.63,58.36000000000001,85.77,38.4
2023-02-03,77.67,35.32,57.789090909090916,85.46,38.03
2023-02-04,77.39,35.1,57.21454545454546,85.08,37.74
2023-02-05,77.31,34.99,56.63818181818181,84.58,37.46
2023-02-06,76.4,34.89,56.00909090909091,83.82,36.89
2023-02-07,75.61,34.5,55.38999999999999,83.36,36.35
2023-02-08,74.87,34.23,54.74181818181818,83.0,35.73
2023-02-09,74.12,34.0,54.06636363636364,82.87,34.85
2023-02-10,73.55,33.54,53.446363636363635,82.66,33.91
2023-02-11,73.28,33.09,52.81636363636364,82.35,33.36
2023-02-12,73.09,32.78,52.221818181818186,81.95,33.12
2023-02-13,72.68,32.61,51.608181818181826,81.55,32.28
2023-02-14,72.33,32.38,51.06727272727273,81.29,31.66
2023-02-15,72.03,32.11,50.64818181818182,81.23,31.37
2023-02-16,71.75,31.84,50.26909090909091,81.25,30.98
2023-02-17,71.69,31.63,49.89454545454546,81.07,30.57
2023-02-18,71.75,31.4,49.57727272727273,80.83,30.34
2023-02-19,71.76,31.15,49.39090909090908,80.63,30.12
2023-02-20,71.67,30.99,49.01363636363636,80.42,29.85
2023-02-21,71.53,30.65,48.559999999999995,80.22,29.67
2023-02-22,71.32,30.26,48.151818181818186,80.15,29.48
2023-02-23,71.19,29.98,47.75,80.12,29.27
2023-02-24,71.02,29.83,47.32454545454546,79.89,28.96
2023-02-25,70.88,29.48,46.908181818181816,79.7,28.75
2023-02-26,70.65,29.23,46.48818181818182,79.26,28.59
2023-02-27,69.97,29.03,46.06909090909091,78.63,28.15
2023-02-28,69.37,28.57,45.63454545454545,78.07,26.64
2023-03-01,68.78,27.94,45.22909090909091,77.85,25.33
2023-03-02,68.27,27.41,44.86545454545455,77.27,23.97
2023-03-03,67.81,26.96,44.53727272727273,77.01,23.07
2023-03-04,67.57,26.53,44.22818181818182,76.7,22.48
2023-03-05,67.25,26.26,43.92181818181818,76.31,21.9
2023-03-06,66.73,25.98,43.690909090909095,76.08,21.35
2023-03-07,66.07,25.39,43.38,75.91,20.83
2023-03-08,65.34,24.9,43.152727272727276,75.87,20.28
2023-03-09,64.86,24.57,42.97636363636364,75.64,20.03
2023-03-10,64.57,24.68,42.86727272727273,75.49,19.94
2023-03-11,64.32,24.64,42.72272727272727,75.44,19.94
2023-03-12,64.15,24.75,42.54818181818182,75.41,19.78
2023-03-13,64.14,24.91,42.35636363636363,75.24,19.58
2023-03-14,64.04,24.82,42.162727272727274,75.05,19.28
2023-03-15,63.8,24.67,42.02818181818182,74.99,19.12
2023-03-16,63.63,24.61,41.92272727272728,74.87,18.89
2023-03-17,63.58,24.5,41.79545454545455,74.77,18.46
2023-03-18,63.77,24.4,41.61727272727273,74.7,17.97
2023-03-19,63.88,24.62,41.42272727272727,74.53,17.25
2023-03-20,63.79,24.79,41.24272727272727,74.38,16.63
2023-03-21,63.8,24.73,41.14545454545455,74.23,16.0
2023-03-22,63.89,24.79,40.99272727272727,74.07,15.43
2023-03-23,64.04,24.91,40.79636363636364,73.67,15.07
2023-03-24,64.21,25.3,40.72727272727273,73.35,14.92
2023-03-25,64.37,25.45,41.79181818181818,72.99,14.84
2023-03-26,64.43,25.87,41.71818181818182,72.66,14.66
2023-03-27,64.25,26.23,41.655454545454546,72.51,14.52
2023-03-28,64.08,26.44,41.66,72.55,14.39
2023-03-29,64.03,26.65,41.628181818181815,72.48,14.27
