date_datawrapper,2023,2022,Mittelwert,Maximum,Minimum
2023-01-01,90.52,54.37,75.47727272727273,96.9,60.74
2023-01-02,90.64,54.64,75.14999999999999,96.52,60.56
2023-01-03,90.72,54.71,74.76545454545455,96.27,60.16
2023-01-04,90.75,54.58,74.37818181818182,96.12,59.46
2023-01-05,90.81,54.08,73.94363636363636,95.94,58.79
2023-01-06,90.97,53.53,73.53272727272727,95.63,58.31
2023-01-07,91.09,52.96,73.09454545454545,95.25,57.99
2023-01-08,91.2,52.56,72.72727272727273,94.87,58.08
2023-01-09,91.11,52.16,72.36090909090909,94.7,58.27
2023-01-10,91.01,51.21,71.95818181818181,94.55,57.89
2023-01-11,90.73,50.2,71.51545454545455,94.35,57.47
2023-01-12,90.64,49.25,71.10181818181819,94.1,56.76
2023-01-13,90.53,48.38,70.71454545454546,93.85,55.93
2023-01-14,90.47,47.52,70.30272727272728,93.67,55.35
2023-01-15,90.38,46.96,69.83545454545455,93.45,54.67
2023-01-16,89.87,46.56,69.34454545454545,93.22,53.57
2023-01-17,89.32,45.92,68.74636363636364,92.94,52.37
2023-01-18,88.7,45.08,68.08,92.67,51.08
2023-01-19,87.95,44.4,67.4309090909091,92.29,49.91
2023-01-20,87.15,43.61,66.77090909090909,91.64,48.82
2023-01-21,86.52,42.7,66.10909090909091,90.94,48.07
2023-01-22,85.84,42.09,65.47909090909091,90.31,47.26
2023-01-23,84.86,41.53,64.87636363636364,89.6,46.11
2023-01-24,83.79,40.61,64.29636363636364,88.89,44.97
2023-01-25,82.81,39.65,63.77454545454545,88.41,43.73
2023-01-26,82.1,38.82,63.26727272727272,88.02,42.68
2023-01-27,81.08,38.21,62.79454545454546,87.64,41.79
2023-01-28,80.36,37.53,62.33181818181818,87.07,41.19
2023-01-29,79.79,37.29,61.88999999999999,86.55,40.66
2023-01-30,79.2,37.03,61.379090909090905,86.07,40.02
2023-01-31,78.77,36.45,60.876363636363635,85.92,39.35
2023-02-01,78.33,36.05,60.375454545454545,85.88,38.86
2023-02-02,77.91,35.64,59.84727272727273,85.81,38.4
2023-02-03,77.71,35.34,59.27636363636364,85.51,38.03
2023-02-04,77.44,35.12,58.71363636363637,85.12,37.8
