date_datawrapper,2023,2022,Mittelwert,Maximum,Minimum
2023-01-01,84.28,58.31,65.43181818181819,88.03,51.26
2023-01-02,84.27,58.44,64.93454545454546,87.56,50.93
2023-01-03,83.9,58.3,64.38727272727273,87.16,50.57
2023-01-04,83.67,57.97,63.8,86.79,50.25
2023-01-05,83.26,57.33,63.17727272727273,86.39,49.9
2023-01-06,82.97,56.64,62.541818181818186,85.87,49.57
2023-01-07,82.76,55.84,61.90454545454545,85.3,49.16
2023-01-08,82.4,55.33,61.279090909090904,84.77,48.53
2023-01-09,81.94,54.73,60.67181818181818,84.27,47.87
2023-01-10,81.36,53.71,60.04272727272728,83.84,47.27
2023-01-11,80.89,52.66,59.405454545454546,83.41,46.69
2023-01-12,80.48,51.64,58.79545454545455,83.0,46.05
2023-01-13,80.03,50.52,58.20181818181818,82.49,45.46
2023-01-14,79.67,49.37,57.540000000000006,81.96,44.93
2023-01-15,79.2,48.46,56.86454545454546,81.43,44.32
2023-01-16,78.45,47.67,56.18272727272727,80.88,43.71
2023-01-17,77.58,46.62,55.45454545454545,80.32,43.02
2023-01-18,76.64,45.6,54.68454545454545,79.77,42.36
2023-01-19,75.65,44.76,53.92727272727273,79.16,41.68
2023-01-20,74.54,43.82,53.193636363636365,78.47,41.13
2023-01-21,73.63,42.9,52.42909090909091,77.7,40.58
2023-01-22,72.66,42.04,51.67,76.94,39.93
2023-01-23,71.65,41.22,50.92909090909091,76.2,39.33
2023-01-24,70.68,40.28,50.20454545454545,75.46,38.81
2023-01-25,69.74,39.32,49.46818181818182,74.85,38.17
2023-01-26,68.75,38.34,48.76636363636363,74.32,37.48
2023-01-27,67.72,37.4,48.10909090909092,73.71,36.91
2023-01-28,66.81,36.67,47.45272727272727,72.98,36.41
2023-01-29,65.94,36.18,46.83818181818182,72.34,35.78
2023-01-30,64.96,35.72,46.20818181818182,71.92,35.19
2023-01-31,64.3,34.98,45.59,71.41,34.58
2023-02-01,63.53,34.29,44.95454545454545,71.23,33.83
2023-02-02,62.66,33.66,44.32181818181818,71.03,33.03
2023-02-03,61.82,32.94,43.808181818181815,70.66,32.31
2023-02-04,61.16,32.49,43.1109090909091,70.21,31.62
2023-02-05,60.52,32.23,42.4,69.66,30.77
2023-02-06,59.43,32.03,41.71090909090909,69.02,29.92
2023-02-07,58.48,31.53,41.02272727272727,68.51,29.11
2023-02-08,57.42,30.97,40.29454545454546,68.11,28.21
2023-02-09,56.28,30.43,39.586363636363636,67.82,27.49
2023-02-10,55.14,29.85,38.85818181818182,67.48,26.94
2023-02-11,54.26,29.19,38.13454545454545,67.11,26.46
2023-02-12,53.44,28.52,37.416363636363634,66.52,25.76
2023-02-13,52.46,28.13,36.71454545454546,65.99,24.97
2023-02-14,51.45,27.59,36.10181818181818,65.55,24.29
2023-02-15,50.43,27.15,35.52727272727273,65.36,23.7
2023-02-16,49.78,26.84,35.00545454545455,65.21,23.21
2023-02-17,49.18,26.5,34.47,64.89,22.7
2023-02-18,48.75,26.26,33.902727272727276,64.51,22.17
2023-02-19,48.3,25.9,33.345454545454544,64.09,21.41
2023-02-20,47.57,25.63,32.88090909090909,63.74,20.86
2023-02-21,46.8,25.09,32.41909090909091,63.38,20.21
2023-02-22,46.11,24.61,31.94090909090909,63.16,19.46
2023-02-23,45.28,24.26,31.481818181818184,63.0,18.58
2023-02-24,44.46,23.93,31.062727272727273,62.7,17.94
2023-02-25,43.94,23.34,30.585454545454546,62.38,17.27
2023-02-26,43.31,22.94,30.079090909090908,61.86,16.35
2023-02-27,42.37,22.61,29.60545454545455,61.32,15.42
2023-02-28,41.52,22.04,29.093636363636367,60.86,14.45
2023-03-01,40.64,21.64,28.566363636363636,60.44,13.52
2023-03-02,39.81,21.25,28.215454545454545,60.01,12.66
2023-03-03,38.9,20.91,27.854545454545452,59.58,12.09
2023-03-04,38.23,20.72,27.474545454545453,59.17,11.61
2023-03-05,37.55,20.52,27.087272727272726,58.71,11.06
2023-03-06,36.46,20.26,26.763636363636362,58.34,10.51
2023-03-07,35.48,19.66,26.439999999999998,58.16,9.96
2023-03-08,34.7,19.2,26.14909090909091,58.02,9.45
2023-03-09,33.96,18.86,25.884545454545457,57.7,9.17
2023-03-10,33.2,18.73,25.69818181818182,57.46,9.04
2023-03-11,32.49,18.77,25.507272727272724,57.31,8.93
2023-03-12,32.02,19.04,25.317272727272726,57.18,8.66
2023-03-13,31.62,19.16,25.069090909090907,56.95,8.36
2023-03-14,30.95,18.85,24.83272727272727,56.8,7.99
2023-03-15,30.1,18.77,24.652727272727272,56.75,7.65
2023-03-16,29.55,18.81,24.477272727272727,56.58,7.27
2023-03-17,29.26,18.96,24.284545454545455,56.41,6.95
2023-03-18,29.17,19.23,24.073636363636364,56.31,6.5
2023-03-19,29.02,19.78,23.85090909090909,56.21,5.9
2023-03-20,28.61,20.24,23.680000000000003,56.16,5.29
2023-03-21,28.45,20.51,23.481818181818184,56.06,4.77
2023-03-22,28.36,20.82,23.314545454545453,55.97,4.31
2023-03-23,28.23,21.18,23.172727272727272,55.73,3.88
2023-03-24,28.42,21.54,23.09,55.49,3.75
2023-03-25,28.57,22.14,22.994545454545456,55.23,3.7
2023-03-26,28.61,22.81,22.91272727272727,54.99,3.52
