date_datawrapper,2023,2022,Mittelwert,Maximum,Minimum
2023-01-01,84.28,58.31,66.11363636363636,85.1,51.26
2023-01-02,84.27,58.44,65.58363636363637,84.26,50.93
2023-01-03,83.9,58.3,65.02,83.66,50.57
2023-01-04,83.67,57.97,64.41454545454545,83.06,50.25
2023-01-05,83.26,57.33,63.77090909090909,82.4,49.9
2023-01-06,82.97,56.64,63.10363636363636,81.46,49.57
2023-01-07,82.76,55.84,62.438181818181825,80.51,49.16
2023-01-08,82.4,55.33,61.8,79.74,48.53
2023-01-09,81.94,54.73,61.17545454545455,78.99,47.87
2023-01-10,81.36,53.71,60.526363636363634,78.31,47.27
2023-01-11,80.89,52.66,59.86545454545455,77.61,46.69
2023-01-12,80.48,51.64,59.25363636363636,77.06,46.05
2023-01-13,80.03,50.52,58.655454545454546,76.34,45.46
2023-01-14,79.67,49.37,57.96363636363637,75.25,44.93
2023-01-15,79.2,48.46,57.26272727272727,74.2,44.32
2023-01-16,78.45,47.67,56.556363636363635,73.13,43.71
2023-01-17,77.58,46.62,55.808181818181815,72.05,43.02
2023-01-18,76.64,45.6,55.00727272727273,70.91,42.36
2023-01-19,75.65,44.76,54.21454545454546,69.7,41.68
2023-01-20,74.54,43.82,53.445454545454545,68.32,41.13
2023-01-21,73.63,42.9,52.63727272727272,66.82,40.58
2023-01-22,72.66,42.04,51.83090909090909,65.3,39.93
2023-01-23,71.65,41.22,51.03727272727272,63.78,39.33
2023-01-24,70.68,40.28,50.27181818181818,62.41,38.81
2023-01-25,69.74,39.32,49.51545454545454,61.33,38.17
2023-01-26,68.75,38.34,48.79818181818182,60.43,37.48
2023-01-27,67.72,37.4,48.120000000000005,59.46,36.91
2023-01-28,66.81,36.67,47.443636363636365,58.41,36.41
2023-01-29,65.94,36.18,46.779090909090904,57.27,35.78
2023-01-30,64.96,35.72,46.10545454545454,56.38,35.19
2023-01-31,64.3,34.98,45.45454545454545,55.54,34.58
2023-02-01,63.53,34.29,44.844545454545454,55.53,33.83
2023-02-02,62.66,33.66,44.22454545454545,55.3,33.03
2023-02-03,61.82,32.94,43.71909090909091,54.81,32.31
2023-02-04,61.16,32.49,43.00818181818182,54.11,31.62
2023-02-05,60.52,32.23,42.267272727272726,53.34,30.77
2023-02-06,59.43,32.03,41.549090909090914,52.8,29.92
2023-02-07,58.48,31.53,40.85090909090909,52.19,29.11
2023-02-08,57.42,30.97,40.122727272727275,51.57,28.21
2023-02-09,56.28,30.43,39.42,51.02,27.49
2023-02-10,55.14,29.85,38.67909090909091,50.49,26.94
2023-02-11,54.26,29.19,37.915454545454544,49.79,26.46
2023-02-12,53.44,28.52,37.166363636363634,49.09,25.76
2023-02-13,52.46,28.13,36.440909090909095,48.35,24.97
2023-02-14,51.45,27.59,35.800909090909094,47.67,24.29
2023-02-15,50.43,27.15,35.224545454545456,47.13,23.7
2023-02-16,49.78,26.84,34.70909090909091,46.73,23.21
2023-02-17,49.18,26.5,34.18818181818182,46.42,22.7
2023-02-18,48.75,26.26,33.62,45.86,22.17
2023-02-19,48.3,25.9,33.07090909090909,45.48,21.41
2023-02-20,47.57,25.63,32.58818181818182,44.82,20.86
2023-02-21,46.8,25.09,32.10818181818182,44.08,20.21
2023-02-22,46.11,24.61,31.62909090909091,43.31,19.46
2023-02-23,45.28,24.26,31.185454545454547,42.63,18.58
2023-02-24,44.46,23.93,30.784545454545455,42.0,17.94
2023-02-25,43.94,23.34,30.30272727272727,41.3,17.27
2023-02-26,43.31,22.94,29.778181818181817,40.65,16.35
2023-02-27,42.37,22.61,29.280909090909088,40.04,15.42
2023-02-28,41.52,22.04,28.74727272727273,39.5,14.45
2023-03-01,,21.64,28.189090909090908,39.04,13.52
2023-03-02,,21.25,27.83818181818182,38.67,12.66
2023-03-03,,20.91,27.46,38.31,12.09
2023-03-04,,20.72,27.068181818181817,37.89,11.61
2023-03-05,,20.52,26.650909090909092,37.54,11.06
2023-03-06,,20.26,26.277272727272727,37.23,10.51
2023-03-07,,19.66,25.922727272727272,36.98,9.96
2023-03-08,,19.2,25.611818181818183,36.77,9.45
2023-03-09,,18.86,25.323636363636364,36.62,9.17
2023-03-10,,18.73,25.13,36.42,9.04
2023-03-11,,18.77,24.94,36.02,8.93
2023-03-12,,19.04,24.758181818181814,35.49,8.66
2023-03-13,,19.16,24.5,34.9,8.36
2023-03-14,,18.85,24.272727272727273,34.29,7.99
2023-03-15,,18.77,24.095454545454547,33.71,7.65
2023-03-16,,18.81,23.89090909090909,33.3,7.27
2023-03-17,,18.96,23.703636363636363,32.94,6.95
2023-03-18,,19.23,23.48818181818182,32.43,6.5
2023-03-19,,19.78,23.26090909090909,32.0,5.9
2023-03-20,,20.24,23.093636363636364,31.54,5.29
2023-03-21,,20.51,22.921818181818182,31.47,4.77
2023-03-22,,20.82,22.758181818181818,31.54,4.31
2023-03-23,,21.18,22.617272727272727,31.44,3.88
2023-03-24,,21.54,22.52090909090909,31.11,3.75
