date,2022,Mittelwert,Maximum,Minimum
2022-01-01,50.57,75.46545454545455,96.91,60.74
2022-01-02,50.79,75.13818181818182,96.53,60.56
2022-01-03,50.84,74.75090909090909,96.28,60.16
2022-01-04,50.69,74.34636363636363,96.12,59.46
2022-01-05,50.24,73.89272727272727,95.94,58.79
2022-01-06,49.73,73.46363636363637,95.63,58.31
2022-01-07,49.2,72.99636363636364,95.25,57.99
2022-01-08,48.83,72.59818181818181,94.86,58.08
2022-01-09,48.45,72.20181818181818,94.69,58.27
2022-01-10,47.59,71.77,94.54,57.89
2022-01-11,46.68,71.29818181818182,94.34,57.47
2022-01-12,45.81,70.85181818181819,94.09,56.91
2022-01-13,45.04,70.43363636363637,93.83,56.09
2022-01-14,44.26,69.98636363636363,93.64,55.51
2022-01-15,43.77,69.47727272727273,93.43,54.83
2022-01-16,43.4,68.95818181818181,93.19,53.75
2022-01-17,42.84,68.34272727272727,92.92,52.55
2022-01-18,42.07,67.64999999999999,92.64,51.26
2022-01-19,41.46,66.99,92.26,50.09
2022-01-20,40.74,66.32727272727273,91.6,49.0
2022-01-21,39.89,65.68,90.91,48.26
2022-01-22,39.35,65.05000000000001,90.27,47.46
2022-01-23,38.85,64.43454545454546,89.56,46.32
2022-01-24,38.01,63.845454545454544,88.86,45.17
2022-01-25,37.14,63.29909090909091,88.37,43.93
2022-01-26,36.4,62.77090909090909,87.98,42.87
2022-01-27,35.86,62.27909090909091,87.59,41.98
2022-01-28,35.27,61.81272727272728,87.02,41.38
2022-01-29,35.08,61.36363636363637,86.51,40.84
2022-01-30,34.88,60.83909090909091,86.04,40.19
2022-01-31,34.38,60.31636363636364,85.88,39.52
2022-02-01,34.05,59.804545454545455,85.84,39.04
2022-02-02,33.7,59.27454545454545,85.77,38.57
2022-02-03,33.45,58.71454545454546,85.46,38.2
2022-02-04,33.27,58.157272727272726,85.08,37.97
2022-02-05,33.2,57.58909090909091,84.59,37.69
2022-02-06,33.13,56.99181818181818,83.83,37.11
2022-02-07,32.82,56.38272727272727,83.39,36.5
2022-02-08,32.59,55.75,83.04,35.8
2022-02-09,32.39,55.08363636363636,82.91,34.83
2022-02-10,32.0,54.47818181818182,82.69,33.83
2022-02-11,31.65,53.86636363636364,82.38,33.28
2022-02-12,31.42,53.28636363636363,81.98,33.07
2022-02-13,31.32,52.70636363636363,81.59,32.4
2022-02-14,31.16,52.18363636363636,81.34,31.78
2022-02-15,30.94,51.78454545454545,81.29,31.49
2022-02-16,30.74,51.42090909090909,81.31,31.1
2022-02-17,30.57,51.095454545454544,81.13,30.68
2022-02-18,30.39,50.76090909090909,80.89,30.45
2022-02-19,30.19,50.58636363636364,80.68,30.23
2022-02-20,30.09,50.224545454545456,80.48,29.96
2022-02-21,29.81,49.57545454545455,80.28,29.78
2022-02-22,29.48,49.16181818181818,80.22,29.59
2022-02-23,29.26,48.77090909090909,80.18,29.38
2022-02-24,29.17,48.358181818181826,79.95,29.07
2022-02-25,28.9,47.95636363636363,79.76,28.85
2022-02-26,28.71,47.56181818181819,79.34,28.69
2022-02-27,28.56,47.15909090909091,78.73,28.37
2022-02-28,28.15,46.74363636363637,78.17,26.88
2022-03-01,27.6,46.331818181818186,77.95,25.56
2022-03-02,27.14,45.96909090909091,77.36,24.21
2022-03-03,26.75,45.64181818181818,77.1,23.31
2022-03-04,26.38,45.34,76.78,22.71
2022-03-05,26.15,45.03909090909091,76.39,22.13
2022-03-06,25.94,44.805454545454545,76.16,21.57
2022-03-07,25.44,44.49909090909091,75.98,21.04
2022-03-08,25.02,44.27,75.94,20.48
2022-03-09,24.74,44.09,75.71,20.23
2022-03-10,24.87,43.97727272727273,75.56,20.12
2022-03-11,24.85,43.833636363636366,75.51,20.09
2022-03-12,24.95,43.67,75.48,19.92
2022-03-13,25.12,43.51090909090909,75.31,19.71
2022-03-14,25.06,43.32363636363636,75.12,19.39
2022-03-15,24.95,43.194545454545455,75.06,19.2
