date_datawrapper,2023,2022,Mittelwert,Maximum,Minimum
2023-01-01,90.52,54.37,75.43909090909091,96.9,60.74
2023-01-02,90.64,54.64,75.11181818181818,96.52,60.56
2023-01-03,90.72,54.71,74.72363636363637,96.27,60.16
2023-01-04,90.75,54.58,74.32090909090908,96.12,59.46
2023-01-05,90.81,54.08,73.86818181818181,95.94,58.79
2023-01-06,90.97,53.53,73.44,95.63,58.31
2023-01-07,91.09,52.96,72.97454545454546,95.25,57.99
2023-01-08,91.2,52.56,72.57909090909091,94.87,58.08
2023-01-09,91.11,52.16,72.18545454545455,94.7,58.27
2023-01-10,91.01,51.21,71.75636363636363,94.55,57.89
2023-01-11,90.73,50.2,71.28636363636363,94.35,57.47
2023-01-12,90.64,49.25,70.84181818181818,94.1,56.76
2023-01-13,90.53,48.38,70.42181818181818,93.85,55.93
2023-01-14,90.47,47.52,69.97545454545455,93.67,55.35
2023-01-15,90.38,46.96,69.46545454545455,93.45,54.67
2023-01-16,89.87,46.56,68.94545454545454,93.22,53.57
2023-01-17,89.32,45.92,68.32727272727273,92.94,52.37
2023-01-18,88.7,45.08,67.63636363636364,92.67,51.08
2023-01-19,87.95,44.4,66.97545454545455,92.29,49.91
2023-01-20,87.15,43.61,66.31181818181818,91.64,48.82
2023-01-21,86.52,42.7,65.65818181818182,90.94,48.07
2023-01-22,85.84,42.09,65.02454545454545,90.31,47.26
2023-01-23,84.86,41.53,64.40818181818182,89.6,46.11
2023-01-24,83.79,40.61,63.81909090909091,88.89,44.97
2023-01-25,82.81,39.65,63.27,88.41,43.73
2023-01-26,82.1,38.82,62.74,88.02,42.68
2023-01-27,81.08,38.21,62.25090909090909,87.64,41.79
2023-01-28,80.36,37.53,61.78454545454545,87.07,41.19
2023-01-29,79.79,37.29,61.33727272727273,86.55,40.66
2023-01-30,79.2,37.03,60.812727272727265,86.07,40.02
2023-01-31,78.77,36.45,60.290000000000006,85.92,39.35
2023-02-01,78.32,36.05,59.775454545454544,85.88,38.86
2023-02-02,77.91,35.64,59.24545454545455,85.81,38.4
2023-02-03,77.71,35.34,58.686363636363645,85.51,38.03
2023-02-04,77.44,35.12,58.127272727272725,85.12,37.8
2023-02-05,77.36,35.01,57.559999999999995,84.62,37.52
2023-02-06,76.45,34.91,56.9609090909091,83.86,36.94
2023-02-07,75.67,34.52,56.347272727272724,83.4,36.33
2023-02-08,74.92,34.26,55.71545454545455,83.05,35.64
2023-02-09,74.18,34.02,55.04818181818182,82.91,34.68
2023-02-10,73.61,33.56,54.442727272727275,82.7,33.69
2023-02-11,73.34,33.12,53.83181818181818,82.39,33.14
2023-02-12,73.15,32.8,53.25090909090909,81.99,32.94
2023-02-13,72.74,32.64,52.66818181818182,81.59,32.28
2023-02-14,72.39,32.41,52.14272727272728,81.33,31.66
2023-02-15,72.09,32.14,51.74454545454546,81.28,31.37
2023-02-16,71.82,31.87,51.38,81.29,30.98
2023-02-17,71.75,31.66,51.053636363636365,81.11,30.57
2023-02-18,71.81,31.43,50.72090909090909,80.87,30.34
2023-02-19,71.82,31.18,50.54545454545455,80.67,30.12
2023-02-20,71.73,31.02,50.18363636363636,80.46,29.85
2023-02-21,71.59,30.68,49.53818181818181,80.26,29.67
2023-02-22,71.38,30.29,49.124545454545455,80.19,29.48
2023-02-23,71.25,30.01,48.73545454545455,80.16,29.27
2023-02-24,71.08,29.86,48.32090909090909,79.92,28.96
2023-02-25,70.93,29.51,47.91909090909091,79.74,28.75
