date_datawrapper,2023,2022,Mittelwert,Maximum,Minimum
2023-01-01,84.28,,65.14545454545454,85.1,51.26
2023-01-02,84.27,,64.61545454545454,84.26,50.93
2023-01-03,83.9,,64.0490909090909,83.66,50.57
2023-01-04,83.67,,63.442727272727275,83.06,50.25
2023-01-05,83.26,,62.79636363636364,82.4,49.9
2023-01-06,82.97,,62.123636363636365,81.46,49.57
2023-01-07,82.76,,61.45181818181818,80.51,49.16
2023-01-08,82.4,,60.805454545454545,79.74,48.53
2023-01-09,81.94,,60.17545454545455,78.99,47.87
2023-01-10,81.36,,59.52454545454545,78.31,47.27
2023-01-11,80.89,,58.86181818181819,77.61,46.69
2023-01-12,80.48,,58.24,77.06,46.05
2023-01-13,80.03,,57.628181818181815,76.34,45.46
2023-01-14,79.67,,56.91545454545455,75.25,44.93
2023-01-15,79.2,,56.192727272727275,74.2,44.32
2023-01-16,78.45,,55.46363636363637,73.13,43.71
2023-01-17,77.58,,54.689090909090915,72.05,43.02
2023-01-18,76.64,,53.86636363636364,70.91,42.36
2023-01-19,75.65,,53.055454545454545,69.7,41.68
2023-01-20,74.54,,52.25909090909091,68.32,41.13
2023-01-21,73.63,,51.42909090909091,66.82,40.58
2023-01-22,72.66,,50.60090909090909,65.3,39.93
2023-01-23,71.65,,49.790000000000006,63.78,39.33
2023-01-24,70.68,,49.00818181818182,62.41,38.81
2023-01-25,69.74,,48.23,61.33,38.17
2023-04-01,,23.31,20.59181818181818,30.06,2.85
2023-04-02,,23.07,21.09090909090909,30.57,2.82
2023-04-03,,22.86,21.241818181818182,30.66,2.82
2023-04-04,,22.58,21.39636363636364,30.68,2.88
2023-04-05,,22.45,21.55636363636364,31.29,2.85
2023-04-06,,22.56,21.759090909090908,32.21,2.95
2023-04-07,,22.79,21.901818181818182,32.78,3.12
2023-04-08,,22.77,22.061818181818182,33.53,3.31
2023-04-09,,22.9,22.25181818181818,34.3,3.28
2023-04-10,,23.09,22.452727272727273,35.1,3.27
2023-04-11,,23.45,22.63,35.93,3.31
2023-04-12,,23.91,22.779999999999998,36.75,3.31
2023-04-13,,24.43,22.959090909090907,37.55,3.37
2023-04-14,,24.77,23.14181818181818,38.2,3.45
2023-04-15,,25.42,23.321818181818184,38.89,3.8
2023-04-16,,26.15,23.49818181818182,39.69,3.99
2023-04-17,,26.9,23.742727272727276,40.51,4.32
2023-04-18,,27.64,24.04181818181818,41.32,4.72
2023-04-19,,28.12,24.292727272727276,42.13,5.16
2023-04-20,,28.59,24.55909090909091,42.87,5.62
2023-04-21,,28.79,24.865454545454543,43.58,6.12
2023-04-22,,29.28,25.205454545454543,44.3,6.63
2023-04-23,,29.88,25.520000000000003,45.09,7.05
2023-04-24,,30.43,25.865454545454543,45.91,7.52
2023-04-25,,30.75,26.222727272727273,46.72,7.97
2023-04-26,,31.06,26.484545454545454,47.49,8.43
2023-04-27,,31.43,26.731818181818184,48.28,8.91
2023-04-28,,31.91,26.993636363636366,49.07,9.4
2023-04-29,,32.43,27.254545454545454,49.87,9.85
2023-04-30,,33.06,27.536363636363635,50.62,10.15
2023-05-01,,33.65,27.925454545454546,51.36,10.55
2023-05-02,,34.18,28.263636363636362,52.09,10.94
2023-05-03,,34.8,28.614545454545453,52.84,11.31
2023-05-04,,35.39,28.979090909090907,53.55,11.75
2023-05-05,,35.95,29.33818181818182,54.29,12.31
2023-05-06,,36.58,29.69272727272727,55.06,12.9
2023-05-07,,37.24,30.096363636363638,55.83,13.46
2023-05-08,,37.93,30.59272727272727,56.62,13.98
2023-05-09,,38.49,31.03909090909091,57.41,14.43
2023-05-10,,39.1,31.50909090909091,58.22,15.0
2023-05-11,,39.71,31.927272727272726,58.58,15.56
2023-05-12,,40.33,32.32818181818182,58.82,16.17
2023-05-13,,40.92,32.70636363636363,59.09,16.67
2023-05-14,,41.57,33.098181818181814,59.41,17.08
2023-05-15,,42.24,33.448181818181816,59.68,17.5
2023-05-16,,42.87,33.843636363636364,60.37,17.97
2023-05-17,,43.51,34.24454545454545,61.11,18.46
2023-05-18,,43.92,34.64909090909091,61.87,18.95
2023-05-19,,44.41,35.083636363636366,62.5,19.6
2023-05-20,,45.05,35.52727272727273,63.21,20.32
2023-05-21,,45.79,35.98818181818182,63.98,21.01
2023-05-22,,46.6,36.46,64.76,21.32
2023-05-23,,47.2,36.912727272727274,65.55,21.53
2023-05-24,,47.86,37.332727272727276,66.24,21.66
2023-05-25,,48.48,37.75636363636364,66.9,21.89
2023-05-26,,49.21,38.18727272727273,67.62,22.23
2023-05-27,,49.94,38.60181818181818,68.17,22.48
2023-05-28,,50.62,39.03272727272727,68.78,22.75
2023-05-29,,51.24,39.48636363636364,69.43,23.03
2023-05-30,,51.67,39.91909090909091,70.01,23.38
2023-05-31,,52.04,40.33090909090909,70.75,23.74
2023-06-01,,52.34,40.75363636363637,71.25,24.15
2023-06-02,,52.71,41.20454545454545,71.56,24.6
2023-06-03,,53.09,41.61727272727273,71.84,24.91
2023-06-04,,53.55,42.04727272727273,72.24,25.35
2023-06-05,,53.99,42.719,72.69,25.81
2023-06-06,,54.37,43.162,73.18,26.3
2023-06-07,,54.48,43.599000000000004,73.65,26.83
2023-06-08,,54.47,44.016,73.91,27.33
2023-06-09,,54.09,44.411,74.05,27.81
2023-06-10,,53.44,44.813,74.22,28.22
2023-06-11,,54.03,45.219,74.43,28.61
2023-06-12,,54.65,45.648,74.75,29.02
2023-06-13,,55.55,46.057,75.16,29.48
2023-06-14,,55.88,46.428999999999995,75.56,29.94
2023-06-15,,56.23,46.798,75.79,30.44
2023-06-16,,56.61,47.213,76.05,30.92
2023-06-17,,56.96,47.6,76.14,31.37
2023-06-18,,57.4,47.987,76.37,31.85
2023-06-19,,57.83,48.354,76.67,32.27
2023-06-20,,58.13,48.717,77.06,32.75
2023-06-21,,58.61,49.091,77.48,33.27
2023-06-22,,58.97,49.47,77.78,33.8
2023-06-23,,59.31,49.855000000000004,78.01,34.29
2023-06-24,,59.8,50.243,78.18,34.77
2023-06-25,,60.34,50.638999999999996,78.37,35.27
2023-06-26,,60.86,51.024,78.64,35.81
2023-06-27,,61.27,51.426,79.04,36.36
2023-06-28,,61.67,51.845000000000006,79.47,36.84
2023-06-29,,62.06,52.259,79.78,37.33
2023-06-30,,62.42,52.657000000000004,80.0,37.82
2023-07-01,,62.99,53.007000000000005,79.67,38.28
2023-07-02,,63.6,53.41799999999999,79.92,38.78
2023-07-03,,64.2,53.842,80.24,39.29
2023-07-04,,64.7,54.25599999999999,80.71,39.81
2023-07-05,,65.2,54.706,81.2,40.4
2023-07-06,,65.74,55.114999999999995,81.61,40.97
2023-07-07,,66.35,55.541999999999994,81.87,41.54
2023-07-08,,66.86,55.984,81.99,42.11
2023-07-09,,67.54,56.444,82.13,42.7
2023-07-10,,68.16,56.913,82.39,43.25
2023-07-11,,68.37,57.384,82.84,43.79
2023-07-12,,68.74,57.875,83.34,44.33
2023-07-13,,69.15,58.376999999999995,83.73,44.91
2023-07-14,,69.69,58.904999999999994,84.1,45.47
2023-07-15,,70.27,59.371,84.3,45.95
2023-07-16,,70.98,59.815999999999995,84.38,46.43
2023-07-17,,71.6,60.236000000000004,84.44,46.89
2023-07-18,,72.22,60.644000000000005,84.53,47.38
2023-07-19,,72.54,61.047000000000004,84.65,47.92
2023-07-20,,72.99,61.574,84.73,48.49
2023-07-21,,73.47,62.034000000000006,84.7,49.06
2023-07-22,,74.06,62.489,84.62,49.63
2023-07-23,,74.74,62.951,84.57,50.18
2023-07-24,,75.46,63.416999999999994,84.62,50.73
2023-07-25,,76.11,63.875,84.74,51.31
2023-07-26,,76.64,64.326,84.92,51.92
2023-07-27,,77.19,64.756,85.01,52.45
2023-07-28,,77.61,65.19,84.84,53.01
2023-07-29,,78.1,65.646,84.87,53.5
2023-07-30,,78.76,66.134,84.97,53.97
2023-07-31,,79.35,66.396,82.8,54.5
2023-08-01,,79.95,67.122,85.47,55.01
2023-08-02,,80.45,67.62899999999999,85.84,55.5
2023-08-03,,80.88,68.137,86.09,55.98
2023-08-04,,81.31,68.63,86.33,56.48
2023-08-05,,81.78,69.131,86.67,57.02
2023-08-06,,82.4,69.649,87.07,57.58
2023-08-07,,83.01,70.163,87.51,58.14
2023-08-08,,83.52,70.689,88.02,58.7
2023-08-09,,84.03,71.36,88.56,59.94
2023-08-10,,84.54,71.729,89.05,59.67
2023-08-11,,84.98,72.24199999999999,89.46,60.11
2023-08-12,,85.42,72.74199999999999,89.8,60.49
2023-08-13,,85.85,73.235,90.08,60.97
2023-08-14,,86.24,73.726,90.37,61.41
2023-08-15,,86.6,74.236,90.76,61.88
2023-08-16,,87.02,74.725,91.15,62.37
2023-08-17,,87.46,75.21900000000001,91.45,62.86
2023-08-18,,87.92,75.70899999999999,91.74,63.35
2023-08-19,,88.4,76.194,92.22,63.8
2023-08-20,,88.97,76.666,92.76,64.24
2023-08-21,,89.51,77.13199999999999,93.31,64.58
2023-08-22,,89.81,77.598,93.88,64.92
2023-08-23,,90.06,77.983,93.49,65.4
2023-08-24,,90.34,78.426,93.77,65.89
2023-08-25,,90.58,78.861,94.25,66.38
2023-08-26,,90.81,79.149,93.95,66.77
2023-08-27,,91.14,79.521,94.1,67.18
2023-08-28,,91.47,79.876,94.21,67.59
2023-08-29,,91.54,80.244,94.38,68.0
2023-08-30,,91.68,80.638,94.58,68.42
2023-08-31,,91.89,81.02799999999999,94.65,68.88
2023-09-01,,91.45,81.342,95.0,69.27
2023-09-02,,91.76,81.65299999999999,95.19,69.6
2023-09-03,,92.16,81.973,95.33,69.98
2023-09-04,,92.56,82.292,95.42,70.19
2023-09-05,,92.82,82.576,95.5,70.25
2023-09-06,,93.01,82.84,95.69,70.44
2023-09-07,,93.25,83.102,95.81,70.73
2023-09-08,,93.54,83.341,95.89,70.92
2023-09-09,,93.62,83.564,96.02,71.09
2023-09-10,,93.81,83.82,96.21,71.28
2023-09-11,,94.04,84.07000000000001,96.37,71.36
2023-09-12,,94.2,84.308,96.69,71.45
2023-09-13,,94.39,84.481,96.9,71.59
2023-09-14,,94.57,84.796,96.96,71.63
2023-09-15,,94.77,85.037,97.3,71.6
2023-09-16,,95.07,85.262,97.46,71.72
2023-09-17,,95.27,85.489,97.65,71.83
2023-09-18,,95.57,85.707,97.79,71.77
2023-09-19,,95.66,85.896,97.78,71.79
2023-09-20,,95.81,86.084,97.8,71.85
2023-09-21,,95.9,86.303,98.02,71.9
2023-09-22,,95.98,86.53,98.26,71.93
2023-09-23,,96.14,86.721,98.28,72.08
2023-09-24,,96.36,86.884,98.28,72.27
2023-09-25,,96.6,86.988,98.02,72.24
2023-09-26,,96.76,87.12100000000001,97.92,72.31
2023-09-27,,96.83,87.294,97.98,72.42
2023-09-28,,96.68,87.487,98.2,72.55
2023-09-29,,96.96,87.686,98.46,72.75
2023-09-30,,97.04,87.849,98.63,73.03
2023-10-01,,97.29,87.902,98.09,73.23
2023-10-02,,97.49,88.072,98.31,73.37
2023-10-03,,97.5,88.249,98.37,73.54
2023-10-04,,97.43,88.442,98.46,73.66
2023-10-05,,97.45,88.631,98.69,73.72
2023-10-06,,97.48,88.775,99.0,73.87
2023-10-07,,97.62,88.89099999999999,98.98,74.06
2023-10-08,,97.8,88.99600000000001,98.79,74.28
2023-10-09,,97.99,89.074,98.57,74.28
2023-10-10,,98.14,89.186,98.44,74.29
2023-10-11,,98.27,89.321,98.47,74.35
2023-10-12,,98.35,89.444,98.83,74.34
2023-10-13,,98.39,89.58099999999999,99.3,74.28
2023-10-14,,98.46,89.66799999999999,99.47,74.43
2023-10-15,,98.67,89.716,99.6,74.61
2023-10-16,,98.91,89.758,99.67,74.73
2023-10-17,,99.1,89.819,99.68,74.84
2023-10-18,,99.26,89.896,99.65,74.86
2023-10-19,,99.37,89.957,99.72,74.85
2023-10-20,,99.37,89.955,98.7,74.94
2023-10-21,,99.43,90.067,98.64,75.05
2023-10-22,,99.51,90.111,98.56,75.11
2023-10-23,,99.69,90.202,98.56,75.03
2023-10-24,,99.77,90.326,98.56,75.02
2023-10-25,,99.77,90.466,98.6,75.08
2023-10-26,,99.69,90.571,98.86,75.06
2023-10-27,,99.69,90.635,99.03,75.08
2023-10-28,,99.67,90.637,98.94,75.13
2023-10-29,,99.79,90.564,98.72,75.19
2023-10-30,,99.9,90.512,98.59,75.09
2023-10-31,,99.96,90.397,98.18,74.91
2023-11-01,,100.0,90.58500000000001,100.0,74.84
2023-11-02,,100.0,90.512,100.0,74.72
2023-11-03,,99.94,90.409,100.0,74.67
2023-11-04,,99.96,90.321,100.0,74.64
2023-11-05,,99.18,90.174,100.0,74.54
2023-11-06,,99.21,90.032,99.78,74.32
2023-11-07,,99.17,89.838,99.81,73.98
2023-11-08,,99.25,89.61,99.91,73.68
2023-11-09,,99.25,89.385,99.63,73.41
2023-11-10,,99.15,89.164,99.21,73.16
2023-11-11,,99.15,88.995,99.02,73.03
2023-11-12,,99.19,88.726,98.62,72.86
2023-11-13,,99.21,88.461,98.37,72.48
2023-11-14,,99.19,88.15599999999999,98.44,71.99
2023-11-15,,99.08,87.857,98.55,71.53
2023-11-16,,99.1,87.524,98.34,71.11
2023-11-17,,99.13,87.184,98.06,70.71
2023-11-18,,99.02,86.867,97.93,70.4
2023-11-19,,99.01,86.486,97.68,70.06
2023-11-20,,98.96,86.034,97.17,69.66
2023-11-21,,98.88,85.577,96.85,69.34
2023-11-22,,98.46,85.12,96.46,69.1
2023-11-23,,98.35,84.707,95.84,68.88
2023-11-24,,98.24,84.31,95.13,68.66
2023-11-25,,98.09,83.877,94.44,68.46
2023-11-26,,98.03,83.419,93.74,68.15
2023-11-27,,98.1,82.951,93.31,67.61
2023-11-28,,97.94,82.474,93.42,67.09
2023-11-29,,97.44,82.013,93.42,66.49
2023-11-30,,96.89,81.514,93.49,65.86
2023-12-01,,95.99,80.978,93.49,65.22
2023-12-02,,95.36,80.41,92.89,64.61
2023-12-03,,94.88,79.80799999999999,92.12,64.02
2023-12-04,,94.39,79.231,91.39,63.35
2023-12-05,,93.77,78.655,90.68,62.79
2023-12-06,,93.04,78.108,90.25,62.16
2023-12-07,,92.17,77.574,90.16,61.5
2023-12-08,,91.33,77.098,90.29,60.96
2023-12-09,,90.5,76.497,89.87,60.37
2023-12-10,,89.8,75.853,89.35,59.96
2023-12-11,,89.01,75.193,88.57,59.44
2023-12-12,,88.11,74.487,87.86,58.75
2023-12-13,,87.14,73.87100000000001,87.52,58.15
2023-12-14,,86.43,73.315,87.69,57.67
2023-12-15,,85.73,72.827,87.9,57.12
2023-12-16,,85.02,72.364,87.77,56.76
2023-12-17,,84.39,71.9,87.64,56.38
2023-12-18,,83.95,71.41,87.51,55.83
2023-12-19,,83.63,70.959,87.5,55.24
2023-12-20,,83.41,70.527,87.5,54.73
2023-12-21,,83.35,70.14500000000001,87.6,54.3
2023-12-22,,83.33,69.829,87.75,53.95
2023-12-23,,83.39,69.54299999999999,87.65,53.75
2023-12-24,,83.64,69.283,87.69,53.54
2023-12-25,,83.88,69.034,87.73,53.29
2023-12-26,,83.98,68.689,87.68,52.96
2023-12-27,,83.95,68.301,87.53,52.61
2023-12-28,,84.01,67.842,87.37,52.11
2023-12-29,,84.05,67.36699999999999,86.95,51.7
2023-12-30,,84.08,66.93100000000001,86.3,51.58
2023-12-31,,84.18,66.53099999999999,85.75,51.45
2023-01-26,,,47.49454545454546,60.43,37.48
2023-01-27,,,46.804545454545455,59.46,36.91
2023-01-28,,,46.12,58.41,36.41
2023-01-29,,,45.46,57.27,35.78
2023-01-30,,,44.78727272727272,56.38,35.19
2023-01-31,,,44.13363636363636,55.48,34.58
2023-02-01,,,43.518181818181816,55.53,33.83
2023-02-02,,,42.88363636363636,55.3,33.03
2023-02-03,,,42.35909090909091,54.81,32.31
2023-02-04,,,41.64,54.11,31.62
2023-02-05,,,40.89,53.13,30.77
2023-02-06,,,40.155454545454546,51.99,29.92
2023-02-07,,,39.43727272727273,51.15,29.11
2023-02-08,,,38.694545454545455,50.58,28.21
2023-02-09,,,37.98090909090909,50.23,27.49
2023-02-10,,,37.22545454545455,49.59,26.94
2023-02-11,,,36.45727272727272,48.72,26.46
