date,2022,Mittelwert,Maximum,Minimum
2022-01-01,58.31,65.14545454545454,85.1,51.26
2022-01-02,58.44,64.61545454545454,84.26,50.93
2022-01-03,58.3,64.0490909090909,83.66,50.57
2022-01-04,57.97,63.442727272727275,83.06,50.25
2022-01-05,57.33,62.79636363636364,82.4,49.9
2022-01-06,56.64,62.123636363636365,81.46,49.57
2022-01-07,55.84,61.45181818181818,80.51,49.16
2022-01-08,55.33,60.805454545454545,79.74,48.53
2022-01-09,54.73,60.17545454545455,78.99,47.87
2022-01-10,53.71,59.52454545454545,78.31,47.27
2022-01-11,52.66,58.86181818181819,77.61,46.69
2022-01-12,51.64,58.24,77.06,46.05
2022-01-13,50.52,57.628181818181815,76.34,45.46
2022-01-14,49.37,56.91545454545455,75.25,44.93
2022-01-15,48.46,56.192727272727275,74.2,44.32
2022-01-16,47.67,55.46363636363637,73.13,43.71
2022-01-17,46.62,54.689090909090915,72.05,43.02
2022-01-18,45.6,53.86636363636364,70.91,42.36
2022-01-19,44.76,53.055454545454545,69.7,41.68
2022-01-20,43.82,52.25909090909091,68.32,41.13
2022-01-21,42.9,51.42909090909091,66.82,40.58
2022-01-22,42.04,50.60090909090909,65.3,39.93
2022-01-23,41.22,49.790000000000006,63.78,39.33
2022-01-24,40.28,49.00818181818182,62.41,38.81
2022-01-25,39.32,48.23,61.33,38.17
2022-01-26,38.34,47.49454545454546,60.43,37.48
2022-01-27,37.4,46.804545454545455,59.46,36.91
2022-01-28,36.67,46.12,58.41,36.41
2022-01-29,36.18,45.46,57.27,35.78
2022-01-30,35.72,44.78727272727272,56.38,35.19
2022-01-31,34.98,44.13363636363636,55.48,34.58
2022-02-01,34.29,43.518181818181816,55.53,33.83
2022-02-02,33.66,42.88363636363636,55.3,33.03
2022-02-03,32.94,42.35909090909091,54.81,32.31
2022-02-04,32.49,41.64,54.11,31.62
2022-02-05,32.23,40.89,53.13,30.77
2022-02-06,32.03,40.155454545454546,51.99,29.92
2022-02-07,31.53,39.43727272727273,51.15,29.11
2022-02-08,30.97,38.694545454545455,50.58,28.21
2022-02-09,30.43,37.98090909090909,50.23,27.49
2022-02-10,29.85,37.22545454545455,49.59,26.94
2022-02-11,29.19,36.45727272727272,48.72,26.46
2022-02-12,28.52,35.70181818181818,47.73,25.76
2022-02-13,28.13,34.96545454545455,46.81,24.97
2022-02-14,27.59,34.31363636363636,45.94,24.29
2022-02-15,27.15,33.72545454545455,45.6,23.7
2022-02-16,26.84,33.196363636363635,45.37,23.21
2022-02-17,26.5,32.650909090909096,44.93,22.7
2022-02-18,26.26,32.059999999999995,44.29,22.17
2022-02-19,25.9,31.477272727272727,43.59,21.41
2022-02-20,25.63,30.98909090909091,42.98,20.86
2022-02-21,25.09,30.50181818181818,42.35,20.21
2022-02-22,24.61,30.00818181818182,41.95,19.46
2022-02-23,24.26,29.53909090909091,41.68,18.58
2022-02-24,23.93,29.115454545454543,41.33,17.94
2022-02-25,23.34,28.60818181818182,40.69,17.27
2022-02-26,22.94,28.05909090909091,39.69,16.35
2022-02-27,22.61,27.546363636363637,38.72,15.42
2022-02-28,22.04,26.99727272727273,37.85,14.45
2022-03-01,21.64,26.729000000000003,36.99,13.52
2022-03-02,21.25,26.353999999999996,36.37,12.66
2022-03-03,20.91,25.959000000000003,35.59,12.09
2022-03-04,20.72,25.585,35.0,11.61
2022-03-05,20.52,25.201,34.31,11.06
2022-03-06,20.26,24.847,33.54,10.51
2022-03-07,19.66,24.511000000000003,33.13,9.96
2022-03-08,19.2,24.234,32.9,9.45
2022-03-09,18.86,23.990000000000002,32.44,9.17
2022-03-10,18.73,23.814,32.21,9.04
2022-03-11,18.77,23.605,32.14,8.93
2022-03-12,19.04,23.404,32.1,8.66
2022-03-13,19.16,23.117,31.65,8.36
2022-03-14,18.85,22.875,31.55,7.99
2022-03-15,18.77,22.707,31.59,7.65
2022-03-16,18.81,22.528,31.26,7.27
2022-03-17,18.96,22.371000000000002,31.28,6.95
2022-03-18,19.23,22.18,31.2,6.5
2022-03-19,19.78,21.976000000000003,31.19,5.9
2022-03-20,20.24,21.788999999999998,31.26,5.29
2022-03-21,20.51,21.587,31.47,4.77
2022-03-22,20.82,21.437,31.54,4.31
2022-03-23,21.18,21.294999999999998,31.44,3.88
2022-03-24,21.54,21.179,31.11,3.75
2022-03-25,22.14,21.047,30.76,3.7
2022-03-26,22.81,20.913,30.41,3.52
2022-03-27,23.44,20.794999999999998,30.33,3.32
2022-03-28,23.81,20.713,30.32,3.16
2022-03-29,24.09,20.728,30.21,3.04
2022-03-30,24.07,20.735,29.93,2.97
2022-03-31,23.66,20.264,30.01,2.9
2022-04-01,23.31,20.434,30.06,2.85
2022-04-02,23.07,20.927,30.57,2.82
2022-04-03,22.86,21.043,30.66,2.82
2022-04-04,22.58,21.16,30.68,2.88
2022-04-05,22.45,21.3,31.29,2.85
2022-04-06,22.56,21.542,32.21,2.95
2022-04-07,22.79,21.75,32.78,3.12
2022-04-08,22.77,21.966,33.53,3.31
2022-04-09,22.9,22.205000000000002,34.3,3.28
2022-04-10,23.09,22.426,35.1,3.27
2022-04-11,23.45,22.627,35.93,3.31
2022-04-12,23.91,22.84,36.75,3.31
2022-04-13,24.43,23.083,37.55,3.37
2022-04-14,24.77,23.319,38.2,3.45
2022-04-15,25.42,23.561,38.89,3.8
2022-04-16,26.15,23.791,39.69,3.99
2022-04-17,26.9,24.074,40.51,4.32
2022-04-18,27.64,24.407,41.32,4.72
2022-04-19,28.12,24.705000000000002,42.13,5.16
2022-04-20,28.59,24.996000000000002,42.87,5.62
2022-04-21,29.04,25.323,43.58,6.12
2022-04-22,29.54,25.665999999999997,44.3,6.63
2022-04-23,30.14,25.982,45.09,7.05
2022-04-24,30.7,26.288,45.91,7.52
2022-04-25,31.02,26.608999999999998,46.72,7.97
2022-04-26,31.33,26.883,47.49,8.43
2022-04-27,31.71,27.149,48.28,8.91
2022-04-28,32.2,27.426,49.07,9.4
2022-04-29,32.72,27.698,49.87,9.85
2022-04-30,33.35,28.006999999999998,50.62,10.15
2022-05-01,33.94,28.407999999999998,51.36,10.55
2022-05-02,34.48,28.756,52.09,10.94
2022-05-03,35.1,29.127999999999997,52.84,11.31
2022-05-04,35.7,29.525,53.55,11.75
2022-05-05,36.26,29.936,54.29,12.31
2022-05-06,36.9,30.339999999999996,55.06,12.9
2022-05-07,37.57,30.786,55.83,13.46
2022-05-08,38.26,31.264,56.62,13.98
2022-05-09,38.83,31.682,57.41,14.43
2022-05-10,39.44,32.129000000000005,58.22,15.0
2022-05-11,39.71,32.533,58.58,15.56
2022-05-12,40.33,32.921,58.82,16.17
2022-05-13,40.92,33.267,59.09,16.67
2022-05-14,41.57,33.637,59.41,17.08
2022-05-15,42.24,33.963,59.68,17.5
2022-05-16,42.87,34.339,60.37,17.97
2022-05-17,43.51,34.739,61.11,18.46
2022-05-18,43.92,35.181,61.87,18.95
2022-05-19,44.41,35.625,62.5,19.6
2022-05-20,45.05,36.061,63.21,20.32
2022-05-21,45.79,36.505,63.98,21.01
2022-05-22,46.6,36.956,64.76,21.32
2022-05-23,47.2,37.38,65.55,21.53
2022-05-24,47.86,37.781,66.24,21.66
2022-05-25,48.48,38.197,66.9,21.89
2022-05-26,49.21,38.638,67.62,22.23
2022-05-27,49.94,39.054,68.17,22.48
2022-05-28,50.62,39.473,68.78,22.75
2022-05-29,51.24,39.888999999999996,69.43,23.03
2022-05-30,51.67,40.283,70.01,23.38
2022-05-31,52.04,40.669,70.75,23.74
2022-06-01,52.34,41.07000000000001,71.25,24.15
2022-06-02,52.71,41.501999999999995,71.56,24.6
2022-06-03,53.09,41.896,71.84,24.91
2022-06-04,53.55,42.309,72.24,25.35
2022-06-05,53.99,42.719,72.69,25.81
2022-06-06,54.37,43.162,73.18,26.3
2022-06-07,54.48,43.599000000000004,73.65,26.83
2022-06-08,54.47,44.016,73.91,27.33
2022-06-09,54.09,44.411,74.05,27.81
2022-06-10,53.44,44.813,74.22,28.22
2022-06-11,54.03,45.219,74.43,28.61
2022-06-12,54.65,45.648,74.75,29.02
2022-06-13,55.55,46.057,75.16,29.48
2022-06-14,55.88,46.428999999999995,75.56,29.94
2022-06-15,56.23,46.798,75.79,30.44
2022-06-16,56.61,47.213,76.05,30.92
2022-06-17,56.96,47.6,76.14,31.37
2022-06-18,57.4,47.987,76.37,31.85
2022-06-19,57.83,48.354,76.67,32.27
2022-06-20,58.13,48.717,77.06,32.75
2022-06-21,58.61,49.091,77.48,33.27
2022-06-22,58.97,49.47,77.78,33.8
2022-06-23,59.31,49.855000000000004,78.01,34.29
2022-06-24,59.8,50.243,78.18,34.77
2022-06-25,60.34,50.638999999999996,78.37,35.27
2022-06-26,60.86,51.024,78.64,35.81
2022-06-27,61.27,51.426,79.04,36.36
2022-06-28,61.67,51.845000000000006,79.47,36.84
2022-06-29,62.06,52.259,79.78,37.33
2022-06-30,62.42,52.657000000000004,80.0,37.82
2022-07-01,62.99,53.007000000000005,79.67,38.28
2022-07-02,63.6,53.41799999999999,79.92,38.78
2022-07-03,64.2,53.842,80.24,39.29
2022-07-04,64.7,54.25599999999999,80.71,39.81
2022-07-05,65.2,54.706,81.2,40.4
2022-07-06,65.74,55.114999999999995,81.61,40.97
