date,2022,Mittelwert,Maximum,Minimum
2022-01-01,54.18,76.39500000000001,96.91,60.74
2022-01-02,54.44,76.069,96.53,60.56
2022-01-03,54.5,75.71900000000001,96.28,60.16
2022-01-04,54.35,75.349,96.12,59.46
2022-01-05,53.85,74.95599999999999,95.94,58.79
2022-01-06,53.3,74.595,95.63,58.31
2022-01-07,52.72,74.17699999999999,95.25,57.99
2022-01-08,52.31,73.815,94.86,58.08
2022-01-09,51.9,73.474,94.69,58.27
2022-01-10,50.96,73.091,94.54,57.89
2022-01-11,49.95,72.65299999999999,94.34,57.47
2022-01-12,49.02,72.24600000000001,94.09,57.09
2022-01-13,48.17,71.86800000000001,93.83,56.95
2022-01-14,47.32,71.434,93.64,57.0
2022-01-15,46.76,70.942,93.43,57.31
2022-01-16,46.35,70.479,93.19,57.07
2022-01-17,45.72,69.922,92.92,56.04
2022-01-18,44.89,69.289,92.64,54.85
2022-01-19,44.21,68.67999999999999,92.26,53.91
2022-01-20,43.43,68.06,91.6,53.21
2022-01-21,42.52,67.422,90.91,52.75
2022-01-22,41.91,66.809,90.27,52.12
2022-01-23,41.36,66.246,89.56,51.43
2022-01-24,40.44,65.713,88.86,50.77
2022-01-25,39.49,65.236,88.37,49.69
2022-01-26,38.66,64.761,87.98,48.69
2022-01-27,38.06,64.309,87.59,47.73
2022-01-28,37.39,63.855999999999995,87.02,47.03
2022-01-29,37.14,63.416,86.51,46.43
2022-01-30,36.88,62.903999999999996,86.04,45.77
2022-01-31,36.29,62.396,85.88,44.99
2022-02-01,35.89,61.88099999999999,85.84,44.18
2022-02-02,35.47,61.345000000000006,85.77,43.58
2022-02-03,35.17,60.766,85.46,43.24
2022-02-04,34.94,60.176,85.08,42.78
2022-02-05,34.84,59.57899999999999,84.59,42.34
2022-02-06,34.73,58.98,83.83,41.95
2022-02-07,34.36,58.371,83.39,41.38
2022-02-08,34.09,57.745000000000005,83.04,40.39
2022-02-09,33.85,57.109,82.91,39.21
2022-02-10,33.38,56.54299999999999,82.69,37.96
2022-02-11,32.95,55.925,82.38,36.87
2022-02-12,32.63,55.30800000000001,81.98,35.77
2022-02-13,32.47,54.737,81.59,34.82
2022-02-14,32.25,54.224000000000004,81.34,33.99
2022-02-15,31.97,53.814,81.29,33.03
2022-02-16,31.72,53.452999999999996,81.31,32.63
2022-02-17,31.5,53.137,81.13,32.43
2022-02-18,31.27,52.791999999999994,80.89,32.23
2022-02-19,31.01,52.622,80.68,32.05
2022-02-20,30.85,52.251,80.48,31.98
2022-02-21,30.51,51.55499999999999,80.28,31.95
2022-02-22,30.12,51.119,80.22,31.75
2022-02-23,29.83,50.71,80.18,31.65
2022-02-24,29.69,50.287,79.95,31.67
2022-02-25,29.34,49.867000000000004,79.76,31.25
2022-02-26,29.08,49.449,79.34,29.86
2022-02-27,28.89,49.021,78.73,28.37
2022-02-28,28.39,48.588,78.17,26.88
2022-03-01,27.76,48.158,77.95,25.56
2022-03-02,27.23,47.781,77.36,24.21
2022-03-03,26.77,47.44,77.1,23.31
2022-03-04,26.33,47.108,76.78,22.71
2022-03-05,26.06,46.78,76.39,22.13
2022-03-06,25.78,46.541000000000004,76.16,21.57
2022-03-07,25.19,46.228,75.98,21.04
2022-03-08,24.7,45.999,75.94,20.48
2022-03-09,24.35,45.813,75.71,20.23
2022-03-10,24.44,45.697,75.56,20.12
2022-03-11,24.39,45.534000000000006,75.51,20.09
2022-03-12,24.49,45.349000000000004,75.48,19.92
2022-03-13,24.65,45.183,75.31,19.71
2022-03-14,24.55,44.981,75.12,19.39
2022-03-15,24.4,44.839,75.06,19.2
2022-03-16,24.36,44.725,74.94,18.95
2022-03-17,24.27,44.592,74.83,18.54
2022-03-18,24.19,44.388,74.76,18.06
2022-03-19,24.41,44.165,74.59,17.36
2022-03-20,24.58,43.989,74.44,16.74
2022-03-21,24.52,43.856,74.28,16.11
2022-03-22,24.57,43.697,74.12,15.54
2022-03-23,24.69,43.488,73.72,15.18
2022-03-24,25.08,43.426,73.39,15.03
2022-03-25,25.22,43.243,73.03,14.93
2022-03-26,25.63,43.141,72.7,14.75
2022-03-27,25.98,43.068,72.55,14.6
2022-03-28,26.19,43.055,72.59,14.47
2022-03-29,26.4,43.0,72.52,14.33
2022-03-30,26.52,43.033,72.14,14.31
2022-03-31,26.27,42.981,71.55,14.46
2022-04-01,26.97,43.727,72.53,14.29
2022-04-02,27.0,43.579,72.37,14.25
2022-04-03,26.99,43.643,72.26,14.26
2022-04-04,26.94,43.649,72.33,14.36
2022-04-05,26.8,43.64,72.5,14.37
2022-04-06,27.11,43.711,72.66,14.41
2022-04-07,27.42,43.744,72.82,14.6
2022-04-08,27.8,43.783,72.98,14.88
2022-04-09,28.1,43.839999999999996,73.19,15.05
2022-04-10,28.43,43.922,73.46,15.15
2022-04-11,28.61,43.921,73.78,15.26
2022-04-12,28.92,43.994,74.17,15.4
2022-04-13,29.29,44.029,74.42,15.48
2022-04-14,29.71,44.07,74.42,15.67
2022-04-15,30.1,44.126,74.45,15.9
2022-04-16,30.57,44.249,74.6,16.0
2022-04-17,31.07,44.399,74.78,16.27
2022-04-18,31.5,44.597,75.2,16.62
2022-04-19,31.89,44.823,75.61,17.07
2022-04-20,32.11,45.058,75.84,17.48
2022-04-21,32.38,45.345,76.11,18.01
2022-04-22,32.72,45.635000000000005,76.38,18.66
2022-04-23,33.18,45.864,76.58,19.0
2022-04-24,33.66,46.114999999999995,76.83,19.33
2022-04-25,33.81,46.365,77.14,19.67
2022-04-26,33.93,46.423,77.42,19.99
2022-04-27,34.02,46.601,77.54,20.19
2022-04-28,34.33,46.765,77.68,20.58
2022-04-29,34.6,46.955,77.9,21.03
2022-04-30,35.12,47.184,78.18,21.35
2022-05-01,35.74,47.260000000000005,78.48,21.62
2022-05-02,36.12,47.482,78.78,21.8
