date_datawrapper,2023,2022,Mittelwert,Maximum,Minimum
2023-01-01,90.48,54.38,74.6290909090909,88.03,60.74
2023-01-02,90.6,54.65,74.29454545454546,87.56,60.56
2023-01-03,90.68,54.72,73.89181818181818,87.16,60.16
2023-01-04,90.72,54.59,73.45727272727272,86.83,59.46
2023-01-05,90.77,54.09,72.98363636363636,86.71,58.79
2023-01-06,90.93,53.54,72.53727272727274,86.6,58.31
2023-01-07,91.06,52.97,72.06181818181818,86.52,57.99
2023-01-08,91.17,52.57,71.66,86.4,58.08
2023-01-09,91.08,52.17,71.24272727272727,86.21,58.27
2023-01-10,90.98,51.21,70.79181818181819,86.01,57.89
2023-01-11,90.7,50.2,70.30090909090909,85.85,57.47
2023-01-12,90.61,49.25,69.83818181818182,85.71,56.87
2023-01-13,90.5,48.38,69.38545454545455,85.49,55.93
2023-01-14,90.44,47.52,68.90636363636364,85.32,55.35
2023-01-15,90.36,46.97,68.36818181818181,85.08,54.67
2023-01-16,89.85,46.56,67.8190909090909,84.63,53.57
2023-01-17,89.3,45.92,67.17636363636365,83.95,52.37
2023-01-18,88.68,45.08,66.4590909090909,83.3,51.08
2023-01-19,87.92,44.4,65.77545454545454,82.9,49.91
2023-01-20,87.12,43.61,65.11,82.62,48.82
2023-01-21,86.49,42.7,64.4509090909091,82.51,48.07
2023-01-22,85.81,42.09,63.803636363636365,82.42,47.26
2023-01-23,84.83,41.53,63.18454545454545,82.21,46.11
2023-01-24,83.76,40.61,62.593636363636364,81.88,44.97
2023-01-25,82.78,39.65,62.03090909090909,81.62,43.73
2023-01-26,82.06,38.81,61.49090909090909,81.24,42.68
2023-01-27,81.04,38.21,60.97909090909091,80.91,41.79
2023-01-28,80.33,37.53,60.49818181818182,80.72,41.19
2023-01-29,79.75,37.28,60.040000000000006,80.48,40.66
2023-01-30,79.16,37.02,59.52090909090909,79.85,40.02
2023-01-31,78.73,36.44,58.96545454545455,78.92,39.35
2023-02-01,78.28,36.04,58.438181818181825,77.82,38.86
2023-02-02,77.87,35.63,57.89727272727273,76.37,38.4
2023-02-03,77.67,35.32,57.33,74.81,38.03
2023-02-04,77.39,35.1,56.76090909090909,73.45,37.74
2023-02-05,77.31,34.99,56.18727272727272,72.18,37.46
2023-02-06,76.4,34.89,55.60090909090909,70.59,36.89
2023-02-07,75.61,34.5,54.98818181818182,68.85,36.35
2023-02-08,74.87,34.23,54.35909090909092,68.11,35.73
2023-02-09,74.12,34.0,53.68545454545454,67.82,34.85
2023-02-10,73.55,33.54,53.07272727272727,67.48,33.91
2023-02-11,73.28,33.09,52.45636363636363,67.11,33.36
2023-02-12,73.09,32.78,51.85363636363636,66.52,33.12
2023-02-13,72.68,32.61,51.24272727272728,65.99,32.28
2023-02-14,72.33,32.38,50.70090909090909,65.55,31.66
2023-02-15,72.03,32.11,50.2890909090909,65.36,31.37
2023-02-16,71.75,31.84,49.91,65.21,30.98
2023-02-17,71.69,31.63,49.57090909090909,64.89,30.57
2023-02-18,71.75,31.4,49.22545454545455,64.51,30.34
2023-02-19,71.76,31.15,49.03,64.09,30.12
2023-02-20,71.67,30.99,48.654545454545456,63.74,29.85
2023-02-21,71.53,30.65,47.99636363636364,63.38,29.67
2023-02-22,71.32,30.26,47.56818181818182,63.16,29.48
2023-02-23,71.19,29.98,47.16727272727273,63.0,29.27
2023-02-24,71.02,29.83,46.74727272727273,62.7,28.96
2023-02-25,70.88,29.48,46.332727272727276,62.51,28.75
2023-02-26,70.65,29.23,45.92909090909091,62.5,28.59
2023-02-27,69.97,29.03,45.53363636363636,62.42,28.15
2023-02-28,69.37,28.57,45.126363636363635,62.31,26.64
2023-03-01,68.78,27.94,44.698181818181816,62.2,25.33
2023-03-02,68.27,27.41,44.34909090909091,62.1,23.97
2023-03-03,67.81,26.96,44.00818181818182,61.97,23.07
2023-03-04,67.57,26.53,43.697272727272725,61.8,22.48
2023-03-05,67.25,26.26,43.3890909090909,61.68,21.9
2023-03-06,66.73,25.98,43.14545454545455,61.61,21.35
2023-03-07,66.07,25.39,42.847272727272724,61.56,20.83
2023-03-08,65.34,24.9,42.61818181818182,61.59,20.28
2023-03-09,64.86,24.57,44.06636363636364,75.64,20.03
2023-03-10,64.57,24.68,43.95909090909091,75.49,19.94
2023-03-11,64.32,24.64,43.81909090909091,75.44,19.94
2023-03-12,64.15,24.75,43.651818181818186,75.41,19.78
2023-03-13,64.14,24.91,43.47454545454545,75.24,19.58
2023-03-14,64.04,24.82,43.29090909090909,75.05,19.28
