date_datawrapper,2023,2022,Mittelwert,Maximum,Minimum
2023-01-01,84.28,58.31,65.56272727272727,85.1,51.26
2023-01-02,84.27,58.44,65.02363636363636,84.26,50.93
2023-01-03,83.9,58.3,64.44727272727272,83.66,50.57
2023-01-04,83.67,57.97,63.83636363636364,83.06,50.25
2023-01-05,83.26,57.33,63.188181818181825,82.4,49.9
2023-01-06,82.97,56.64,62.52363636363636,81.46,49.57
2023-01-07,82.76,55.84,61.8609090909091,80.51,49.16
2023-01-08,82.4,55.33,61.23181818181818,79.74,48.53
2023-01-09,81.94,54.73,60.607272727272736,78.99,47.87
2023-01-10,81.36,53.71,59.96363636363637,78.31,47.27
2023-01-11,80.89,52.66,59.31727272727273,77.61,46.69
2023-01-12,80.48,51.64,58.71545454545455,77.06,46.05
2023-01-13,80.03,50.52,58.125454545454545,76.34,45.46
2023-01-14,79.67,49.37,57.42181818181818,75.25,44.93
2023-01-15,79.2,48.46,56.71000000000001,74.2,44.32
2023-01-16,78.45,47.67,55.99818181818182,73.13,43.71
2023-01-17,77.58,46.62,55.23636363636364,72.05,43.02
2023-01-18,76.64,45.6,54.42909090909091,70.91,42.36
2023-01-19,75.65,44.76,53.629090909090905,69.7,41.68
2023-01-20,74.54,43.82,52.84545454545455,68.32,41.13
2023-01-21,73.63,42.9,52.02909090909091,66.82,40.58
2023-01-22,72.66,42.04,51.21363636363637,65.3,39.93
2023-01-23,71.65,41.22,50.405454545454546,63.78,39.33
2023-01-24,70.68,40.28,49.621818181818185,62.41,38.81
2023-01-25,69.74,39.32,48.847272727272724,61.33,38.17
2023-01-26,68.75,38.34,48.122727272727275,60.43,37.48
2023-01-27,67.72,37.4,47.43727272727272,59.46,36.91
2023-01-28,66.81,36.67,46.76272727272727,58.41,36.41
2023-01-29,65.94,36.18,46.11454545454546,57.27,35.78
2023-01-30,64.96,35.72,45.45909090909091,56.38,35.19
2023-01-31,64.3,34.98,44.81818181818182,55.48,34.58
2023-02-01,63.53,34.29,44.20272727272727,55.53,33.83
2023-02-02,62.66,33.66,43.57454545454545,55.3,33.03
2023-02-03,61.82,32.94,42.942727272727275,54.81,32.31
2023-02-04,61.16,32.49,42.24090909090909,54.11,31.62
2023-02-05,60.52,32.23,41.50363636363636,53.13,30.77
2023-02-06,59.43,32.03,40.77454545454545,52.44,29.92
2023-02-07,58.48,31.53,40.06363636363636,52.2,29.11
2023-02-08,57.42,30.97,39.33818181818182,51.88,28.21
2023-02-09,56.28,30.43,38.650909090909096,51.53,27.49
2023-02-10,55.14,29.85,37.92818181818182,51.13,26.94
2023-02-11,54.26,29.19,37.18272727272727,50.71,26.46
2023-02-12,53.44,28.52,36.440909090909095,50.3,25.76
2023-02-13,52.46,28.13,35.71363636363637,50.01,24.97
2023-02-14,51.45,27.59,35.07909090909091,49.74,24.29
2023-02-15,50.43,27.15,34.516363636363636,49.29,23.7
2023-02-16,49.78,26.84,34.02272727272727,48.78,23.21
2023-02-17,49.18,26.5,33.50727272727273,48.23,22.7
2023-02-18,48.75,26.26,32.949090909090906,47.71,22.17
2023-02-19,48.3,25.9,32.39,47.28,21.41
2023-02-20,47.57,25.63,31.911818181818184,47.02,20.86
2023-02-21,46.8,25.09,31.429090909090913,46.84,20.21
